,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
3690,스페셜 리스트 [단행본],판타지,김주광,(2014.01.24.),(2014.01.24.),6,15,10,7.0
3691,19금,19금,19금,19금,19금,19금,19금,19금,19금
3692,19금,19금,19금,19금,19금,19금,19금,19금,19금
3693,무당태극권 [단행본],무협,이령,(2015.08.19.),(2015.08.19.),5,2,25,6.5
3694,무영신권 [단행본],무협,심심상인,(2013.01.02.),(2013.01.02.),5,3,4,7.9
3695,던전 키퍼(Dungeon Keeper),판타지,현진현우,(2016.03.10.),(2016.05.09.),172,105,7,5.8
3696,떴다 박문수,현판,헤니르,(2016.01.11.),(2016.03.08.),163,20,6,3.9
3697,조선제국 일본 정벌기 [단행본],판타지,김덕호,(2016.01.13.),(2016.01.13.),8,34,24,4.3
3698,무황전설 [단행본],무협,황보세준,(2014.07.24.),(2014.07.24.),5,6,20,7.0
3699,자하기 [단행본],무협,수라백,(2014.04.01.),(2014.04.01.),5,2,12,5.0
3700,19금,19금,19금,19금,19금,19금,19금,19금,19금
3701,제라린 [단행본],판타지,바람,(2013.02.27.),(2013.02.27.),5,5,2,4.3
3702,9서클 마법사의 아들 [단행본],판타지,박새날,(2013.02.08.),(2013.02.08.),5,40,13,4.5
3703,사채업자 허(許),판타지,형상준,(2014.08.26.),(2015.04.03.),207,12,10,7.5
3704,탐욕강호 [단행본],무협,비류수,(2013.06.13.),(2013.06.13.),5,11,2,6.5
3705,블랙노티스 [단행본],판타지,천수무객,(2012.01.17.),(2012.01.17.),7,8,3,5.9
3706,크레센도...,로맨스,쏘로롱,(2014.07.03.),(2014.07.18.),45,11,32,8.8
3707,대군으로 산다는 것 [단행본],판타지,김현빈,(2013.12.05.),(2013.12.05.),5,9,6,6.1
3708,대인배 [단행본],무협,김문형,(2012.12.04.),(2012.12.04.),5,5,10,7.2
3709,19금,19금,19금,19금,19금,19금,19금,19금,19금
3710,궁궐애사,로맨스,강부연,(2016.08.02.),(2016.08.02.),84,8,43,8.9
3711,포탈 오브 킹,판타지,청월검,(2015.09.30.),(2016.03.25.),160,46,16,4.5
3712,전신의 탄생:양아치 [단행본],현판,요삼,(2017.05.30.),(2017.05.30.),10,26,33,8.3
3713,19금,19금,19금,19금,19금,19금,19금,19금,19금
3714,어느 날 비의 신과,로판,은텔라,(2014.01.29.),(2015.12.21.),79,11,26,8.2
3715,19금,19금,19금,19금,19금,19금,19금,19금,19금
3716,보스 [단행본],현판,이원호,(2017.08.17.),(2017.08.17.),4,10,9,7.1
3717,19금,19금,19금,19금,19금,19금,19금,19금,19금
3718,회귀의 절대자,현판,원태랑,(2016.09.01.),(2017.01.17.),150,13,10,5.8
3719,19금,19금,19금,19금,19금,19금,19금,19금,19금
3720,19금,19금,19금,19금,19금,19금,19금,19금,19금
3721,드래곤 하트 [단행본],판타지,송치현,(2014.12.30.),(2014.12.30.),12,16,17,5.3
3722,태왕기 현왕전,판타지,태제,(2013.12.10.),(2014.08.11.),102,12,9,5.8
3723,자꾸 자꾸 잘생겨져!,현판,오수정,(2016.12.14.),(2017.03.29.),207,972,78,7.5
3724,스타는 공익근무중,로맨스,해아한,(2016.08.25.),(2016.08.25.),200,26,29,8.4
3725,"웬디의 꽃집에 오지 마세요 1,2 - 블랙 라벨 클럽 015 [단행본]",로판,김지서,(2015.08.17.),(2015.08.17.),4,32,72,8.1
3726,혼자 레벨업 합니다,판타지,신필,(2017.03.27.),(2018.04.23.),589,142,12,7.5
3727,19금,19금,19금,19금,19금,19금,19금,19금,19금
3728,파환도결 [단행본],무협,한시랑,(2013.08.05.),(2013.08.05.),5,5,1,6.7
3729,19금,19금,19금,19금,19금,19금,19금,19금,19금
3730,"메이비, 메이비 낫 [단행본]",로맨스,김언희,(2014.03.27.),(2014.03.27.),1,168,238,9.4
3731,9레벨이지만 괜찮아 [단행본],판타지,플링,(2017.10.12.),(2017.10.12.),8,63,16,5.1
3732,19금,19금,19금,19금,19금,19금,19금,19금,19금
3733,반로환동 [단행본],무협,나민채,(2014.07.01.),(2014.07.01.),5,19,9,4.9
3734,커넥터 [단행본],현판,고두열,(2015.07.23.),(2015.12.18.),8,16,20,6.8
3735,어느 전투조종사의 사랑,로맨스,장소영,(2015.11.17.),(2015.12.06.),20,26,63,9.8
3736,천하제패 [단행본],무협,겨루,(2015.07.10.),(2015.07.10.),6,4,2,6.2
3737,괴협 [단행본],무협,이하,(2015.03.25.),(2015.03.25.),4,15,28,7.8
3738,마법의 왕 [단행본],판타지,김의성,(2014.01.29.),(2014.01.29.),7,12,1,5.2
3739,쾌걸막야 [단행본],무협,정건,(2013.08.06.),(2013.08.06.),5,7,5,5.8
3740,가디언 더 하이브리드 [단행본],현판,정사부,(2013.05.13.),(2013.05.13.),7,14,1,4.3
3741,생존 [단행본],판타지,푸르비,(2011.12.08.),(2011.12.08.),5,36,16,7.4
3742,"월아(月兒, 달의 아이)",로맨스,하나야,(2015.05.08.),(2019.07.15.),101,5,23,6.6
3743,무도,무협,RoleTwo,(2017.12.08.),(2017.12.08.),75,6,6,9.1
3744,지옥에서 온 좌완 파이어볼러,현판,랜디본즈,(2017.03.10.),(2017.09.27.),18,5,9,4.6
3745,19금,19금,19금,19금,19금,19금,19금,19금,19금
3746,클럽 빌리어드 [단행본],로맨스,장소영,(2013.02.25.),(2013.02.25.),2,40,65,9.2
3747,그녀석에 관한 고찰 [단행본],로맨스,이유진,(2015.10.26.),(2015.10.26.),1,107,106,9.5
3748,19금,19금,19금,19금,19금,19금,19금,19금,19금
3749,19금,19금,19금,19금,19금,19금,19금,19금,19금
3750,19금,19금,19금,19금,19금,19금,19금,19금,19금
3751,투드란 [단행본],판타지,권승구,(2014.04.01.),(2014.12.15.),10,75,32,7.1
3752,이계정벌기 [단행본],판타지,정성민,(2014.10.15.),(2014.10.15.),21,5,5,6.5
3753,마법사의 영지 [단행본],판타지,박기태,(2014.09.24.),(2014.09.24.),5,14,8,4.4
3754,19금,19금,19금,19금,19금,19금,19금,19금,19금
3755,19금,19금,19금,19금,19금,19금,19금,19금,19금
3756,공무집행 흑마법사,현판,캡틴베어,(2016.09.01.),(2016.10.10.),145,23,7,5.6
3757,환환전기 [단행본],무협,금시조,(2014.11.04.),(2014.11.04.),12,7,4,6.6
3758,반만년 수련한 창병 [단행본],무협,역이기,(2017.08.31.),(2017.08.31.),9,31,17,5.6
3759,삼국지 더 비기닝,판타지,담덕사랑,(2017.03.14.),(2017.07.29.),162,26,9,6.4
3760,아덴의 연인 1부,로판,아옹쉬,(2016.07.25.),(2016.07.28.),88,10,34,9.0
3761,비소 [단행본],무협,권태용,(2014.04.02.),(2014.04.02.),15,4,11,6.6
3762,독객 [단행본],무협,류진,(2017.05.19.),(2017.05.19.),18,5,2,7.2
3763,데빌스 웨이,판타지,피로곰세마리,(2016.05.02.),(2016.10.12.),157,11,10,5.2
3764,스케빈저,현판,제니크,(2015.08.12.),(2016.01.25.),75,30,11,4.6
3765,19금,19금,19금,19금,19금,19금,19금,19금,19금
3766,19금,19금,19금,19금,19금,19금,19금,19금,19금
3767,19금,19금,19금,19금,19금,19금,19금,19금,19금
3768,한번 더 결혼할래!,로맨스,다올단미,(2014.07.23.),(2015.06.16.),87,27,29,8.6
3769,메카닉 메이지 [단행본],판타지,알케,(2013.11.21.),(2013.11.21.),6,10,6,6.4
3770,19금,19금,19금,19금,19금,19금,19금,19금,19금
3771,사랑을 잃다 [단행본],로맨스,허시사랑(최현자),(2011.06.10.),(2011.06.10.),2,13,16,8.8
3772,짐승,로맨스,히로타,(2016.09.07.),(2016.10.24.),81,15,54,8.2
3773,친구의 입술,로맨스,진이,(2014.12.05.),(2015.02.18.),110,1,9,8.7
3774,검우 [단행본],무협,몽월,(2014.09.11.),(2015.01.15.),8,6,20,5.4
3775,전투왕 [단행본],현판,버저비터,(2017.09.14.),(2017.09.14.),7,11,8,6.9
3776,슈퍼에이스,현판,예성,(2016.12.14.),(2017.08.10.),165,80,35,7.1
3777,둠 브레이커 [단행본],판타지,백수귀족,(2017.07.27.),(2017.07.27.),9,38,9,7.1
3778,부당한 관계 [개정판],로맨스,달로,(2017.06.15.),(2017.06.15.),54,244,108,8.7
3779,마스터샷 [단행본],판타지,정성민,(2014.10.15.),(2014.10.15.),18,4,5,6.0
3780,월하강호 [단행본],무협,한수오,(2013.05.20.),(2013.05.20.),4,1,좋아요,5.5
3781,무한전생-나는 히어로인데 우리 형은 무한전생자 [단행본],현판,광악,(2017.06.22.),(2017.06.22.),13,91,33,7.4
3782,리버스 빌런 [단행본],현판,건드리고고,(2018.01.05.),(2018.01.05.),20,46,10,5.8
3783,환생 탑의 에이스,판타지,Scintill.,(2015.08.10.),(2015.10.19.),244,46,22,7.6
3784,은영 [단행본],무협,경성,(2013.06.26.),(2013.06.26.),6,7,5,6.4
3785,장랑행로 [단행본],무협,진패랑,(2012.12.26.),(2012.12.26.),6,4,1,6.1
3786,강산들 [단행본],무협,김현진(김대산),(2012.11.28.),(2012.11.28.),6,8,7,7.2
3787,일대마도 [단행본],무협,풍종호,(2012.09.19.),(2012.09.19.),3,4,12,8.3
3788,천하제일악인 [단행본],무협,기영,(2015.04.01.),(2015.04.01.),6,13,19,6.6
3789,셔틀맨 [단행본],판타지,동맹원,(2015.01.14.),(2015.01.14.),5,8,28,5.7
3790,그레이 라인 [단행본],판타지,G.C,(2013.12.27.),(2013.12.27.),6,9,6,5.9
3791,철인 [단행본],무협,김현진(김대산),(2013.01.29.),(2013.01.29.),6,2,8,6.9
3792,강호무혼 [단행본],무협,일주향,(2017.05.18.),(2017.05.18.),6,7,2,6.8
3793,19금,19금,19금,19금,19금,19금,19금,19금,19금
3794,19금,19금,19금,19금,19금,19금,19금,19금,19금
3795,오라전대 피스메이커 오리진 [단행본],현판,반재원,(2014.06.10.),(2014.06.10.),21,31,32,7.7
3796,사신 카이야스 [단행본],판타지,블루피스,(2013.05.03.),(2013.05.03.),5,19,4,6.5
3797,살며시 귀 기울이면 [단행본],로맨스,정경하,(2012.08.28.),(2012.08.28.),1,48,50,8.5
3798,척안의 마도사,판타지,하영민,(2016.12.14.),(2017.07.26.),283,62,41,7.4
3799,신생구단 [단행본],현판,두경,(2017.05.26.),(2017.05.26.),12,8,15,5.4
3800,"검성, 환생하다! [단행본]",판타지,막달라이,(2016.12.27.),(2016.12.27.),9,20,8,3.3
3801,19금,19금,19금,19금,19금,19금,19금,19금,19금
3802,19금,19금,19금,19금,19금,19금,19금,19금,19금
3803,무존일기 [단행본],무협,월풍김,(2015.04.24.),(2015.04.24.),5,4,2,4.2
3804,리스폰,판타지,베어문도넛,(2015.06.05.),(2015.11.04.),160,19,6,5.6
3805,책향기 [단행본],로맨스,희망이룸,(2015.03.04.),(2015.03.04.),1,99,222,8.8
3806,박빙 [단행본],판타지,정구,(2014.09.23.),(2014.09.23.),18,30,12,7.9
3807,위기십결 [단행본],로맨스,장소영,(2013.02.25.),(2013.02.25.),1,65,58,9.0
3808,19금,19금,19금,19금,19금,19금,19금,19금,19금
3809,선생님과 연인 그 어디쯤,로맨스,TOO영,(2016.11.11.),(2017.08.14.),84,51,65,9.3
3810,계약직 아내 [단행본],로맨스,류다현,(2016.05.26.),(2016.05.26.),2,90,154,9.1
3811,가장 완벽한 결혼 [단행본],로맨스,요안나(유아나),(2016.01.05.),(2016.01.05.),1,40,188,8.8
3812,무림록 [단행본],무협,김지선,(2014.11.07.),(2014.11.07.),4,4,13,6.5
3813,19금,19금,19금,19금,19금,19금,19금,19금,19금
3814,그날 그날 [오로라] [단행본],로맨스,이새늘,(2014.01.20.),(2014.01.20.),1,45,63,8.8
3815,조선의 꿈 [단행본],판타지,이후,(2013.12.05.),(2013.12.05.),6,13,12,4.2
3816,태극혜검 [단행본],무협,신향,(2012.06.05.),(2012.06.05.),7,2,2,5.6
3817,19금,19금,19금,19금,19금,19금,19금,19금,19금
3818,하급무사 [단행본],무협,좌백,(2017.01.19.),(2017.01.19.),4,30,18,8.8
3819,선검유협 [단행본],무협,일학,(2016.12.09.),(2016.12.09.),12,32,9,7.5
3820,고검생전 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),6,3,2,4.6
3821,퍼펙트 가이 [단행본],로맨스,곽현숙,(2014.03.24.),(2014.03.24.),2,6,25,8.4
3822,칭동-황태자의 달 [단행본],로맨스,은태경,(2013.04.03.),(2013.04.03.),2,43,60,8.9
3823,치트키의 제왕,현판,베가,(2017.08.01.),(2017.08.18.),161,56,15,5.4
3824,역검(易劍) [단행본],무협,섬마을김씨,(2015.09.11.),(2016.05.23.),8,12,11,6.1
3825,19금,19금,19금,19금,19금,19금,19금,19금,19금
3826,19금,19금,19금,19금,19금,19금,19금,19금,19금
3827,19금,19금,19금,19금,19금,19금,19금,19금,19금
3828,검우,무협,몽월,(2014.11.10.),(2015.01.06.),200,6,18,8.0
3829,광신광세 [단행본],무협,박성진,(2014.11.04.),(2014.11.04.),18,6,5,6.7
3830,19금,19금,19금,19금,19금,19금,19금,19금,19금
3831,밤의 아내(외전) [단행본],로맨스,이수진,(2017.03.17.),(2017.03.17.),1,6,11,8.4
3832,19금,19금,19금,19금,19금,19금,19금,19금,19금
3833,전략의 다이아몬드,현판,월드스토리,(2017.03.06.),(2018.03.16.),277,47,37,6.6
3834,19금,19금,19금,19금,19금,19금,19금,19금,19금
3835,선무(개정판) [단행본],무협,초[류희윤],(2017.05.25.),(2017.05.25.),45,12,8,7.4
3836,법이 있다,판타지,연두양파,(2016.11.02.),(2017.02.03.),179,12,6,5.8
3837,그대에게 가는 길 [단행본],로맨스,최현자,(2011.06.10.),(2011.06.10.),2,14,34,9.0
3838,바람,로맨스,홍수연,(2016.12.02.),(2016.12.02.),102,268,56,9.8
3839,따뜻하게 안아줘,로맨스,김선민,(2016.06.07.),(2016.07.01.),38,21,30,9.4
3840,중간무적 [단행본],무협,이후,(2012.12.24.),(2012.12.24.),6,8,3,6.3
3841,비정상 헌터,현판,비활,(2016.12.14.),(2018.06.18.),186,43,38,6.4
3842,라이프&라이브,판타지,건(建),(2014.07.04.),(2014.12.24.),81,13,9,5.6
3843,북마스터 [단행본],판타지,김성태,(2014.06.10.),(2014.06.10.),10,16,14,7.3
3844,화타가 된 외과의사 [단행본],무협,박동신,(2018.07.19.),(2019.03.25.),22,44,19,7.9
3845,쾌도강산 [단행본],무협,운중행,(2017.03.29.),(2017.03.29.),3,5,3,7.0
3846,택틱스(tactics) [단행본],현판,필로스,(2014.10.30.),(2014.12.17.),24,10,5,6.5
3847,봄빛이 방울방울 [단행본],로맨스,정경하,(2014.08.07.),(2014.08.07.),1,46,87,8.8
3848,강소일문 [단행본],무협,백린,(2014.06.10.),(2014.06.10.),5,5,2,7.2
3849,귀환전기 [단행본],무협,추몽인,(2014.02.24.),(2014.02.24.),4,5,8,5.9
3850,레지스 [단행본],현판,푸른하늘,(2013.11.19.),(2013.11.19.),10,9,8,5.4
3851,19금,19금,19금,19금,19금,19금,19금,19금,19금
3852,해리 [단행본],로맨스,장소영,(2016.04.08.),(2016.04.08.),2,50,125,8.9
3853,비룡재천 [단행본],무협,운룡,(2015.10.22.),(2015.10.22.),24,3,4,5.5
3854,조로서도의 괴수,무협,임이모,(2018.05.30.),(2018.11.23.),85,10,7,7.7
3855,19금,19금,19금,19금,19금,19금,19금,19금,19금
3856,19금,19금,19금,19금,19금,19금,19금,19금,19금
3857,기억계승자 [단행본],판타지,뱅뱅순대국,(2015.07.27.),(2016.03.08.),9,16,7,4.9
3858,리메이킹 라이프 [단행본],판타지,천제연,(2011.12.12.),(2011.12.12.),5,6,2,6.1
3859,꿈꾸는 작사가,현판,비벗,(2017.01.24.),(2017.09.15.),265,28,23,7.2
3860,엽기무적,무협,최후식,(2016.05.26.),(2016.10.24.),144,3,8,6.1
3861,알에스(RS) [단행본],현판,김지훈,(2015.03.23.),(2015.03.23.),5,35,18,7.8
3862,검선 김체건,판타지,이수광,(2014.03.20.),(2014.07.17.),50,21,28,7.8
3863,비밀의 사냥터 [단행본],판타지,홍문기,(2014.01.29.),(2014.01.29.),8,19,7,6.2
3864,19금,19금,19금,19금,19금,19금,19금,19금,19금
3865,에이징(Aging) : 에라이 이 나이에 징집이라니 [단행본],판타지,덕장,(2017.02.16.),(2017.03.23.),8,36,24,6.5
3866,사랑은 맛있다.,로맨스,신이경,(2015.09.03.),(2016.06.14.),78,7,29,8.9
3867,보통의 결혼 [단행본],로맨스,차크,(2016.02.23.),(2016.02.23.),1,37,153,8.4
3868,일루전 로드 [단행본],판타지,유호빈,(2014.01.22.),(2014.01.22.),7,6,9,7.4
3869,이계에서 마교 교주로 살아남기,판타지,마천대성,(2016.09.05.),(2018.02.12.),213,55,36,7.5
3870,덕민전 [단행본],로맨스,기승,(2016.12.20.),(2016.12.20.),3,54,109,9.6
3871,Lie To Me,로맨스,윤연주 영어샘,(2015.08.06.),(2015.08.06.),160,1,16,9.2
3872,19금,19금,19금,19금,19금,19금,19금,19금,19금
3873,19금,19금,19금,19금,19금,19금,19금,19금,19금
3874,19금,19금,19금,19금,19금,19금,19금,19금,19금
3875,성역의 쿵푸 [단행본],판타지,이리강,(2016.08.11.),(2016.12.16.),17,49,34,6.7
3876,신 조선:개혁의 파도,판타지,혁이,(2016.07.08.),(2016.08.09.),132,25,11,6.8
3877,무림천추 [단행본],무협,금시조,(2014.11.05.),(2014.11.05.),12,2,5,6.7
3878,홀리리치 [단행본],판타지,서경훈,(2012.09.25.),(2012.09.25.),6,10,7,6.8
3879,악랄하게 안기다(삽화본),로맨스,해우,(2017.10.13.),(2017.10.13.),63,25,51,9.1
3880,19금,19금,19금,19금,19금,19금,19금,19금,19금
3881,학사무신록,무협,가람휘,(2015.12.11.),(2015.12.11.),188,18,6,7.8
3882,제갈세가 [단행본],무협,맹세,(2014.06.11.),(2014.06.11.),6,16,8,4.6
3883,최강의 그놈! [단행본],현판,최정연,(2013.11.15.),(2013.11.15.),7,15,2,4.3
3884,철가장주 [단행본],무협,사령운,(2013.10.31.),(2013.10.31.),5,4,3,7.8
3885,19금,19금,19금,19금,19금,19금,19금,19금,19금
3886,19금,19금,19금,19금,19금,19금,19금,19금,19금
3887,귀환해서 복수한다,판타지,홍성은,(2016.06.03.),(2016.07.06.),133,24,9,5.1
3888,뉴 월드 [단행본],판타지,박재학,(2015.12.08.),(2015.12.10.),7,32,7,4.0
3889,19금,19금,19금,19금,19금,19금,19금,19금,19금
3890,조선여우스캔들,로판,차소희,(2017.01.03.),(2017.10.03.),127,349,288,8.9
3891,오피스 다이어리 [단행본],로맨스,서혜은,(2014.05.09.),(2014.05.09.),1,40,97,8.8
3892,퍼스트 카운트다운 [단행본],판타지,전유택,(2016.07.05.),(2016.11.29.),11,44,18,7.4
3893,터닝포인트 [단행본],판타지,홀로선별,(2016.09.20.),(2016.09.20.),7,6,3,5.6
3894,19금,19금,19금,19금,19금,19금,19금,19금,19금
3895,19금,19금,19금,19금,19금,19금,19금,19금,19금
3896,공략왕의 생존비법 [단행본],판타지,권하율,(2015.11.25.),(2016.04.20.),7,36,11,5.7
3897,봉마록 [단행본],무협,기억의 주인,(2014.10.02.),(2014.10.02.),6,4,8,6.1
3898,용산하 [단행본],무협,여혼,(2013.01.25.),(2013.01.25.),5,2,1,6.5
3899,리턴로드 [단행본],판타지,서일,(2012.09.12.),(2012.09.12.),5,11,3,4.7
3900,마선(魔仙) [단행본],무협,조휘,(2018.01.29.),(2018.01.29.),6,5,좋아요,5.5
3901,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지
3902,삼국지 강유전,판타지,한유림,(2015.12.07.),(2016.12.09.),173,200,26,9.3
3903,19금,19금,19금,19금,19금,19금,19금,19금,19금
3904,런너 [단행본],판타지,임영기,(2013.08.12.),(2013.08.12.),8,10,5,4.9
3905,지옥마인 (개정판) [단행본],무협,여명설,(2018.06.14.),(2018.06.14.),6,8,5,6.1
3906,폭딜 탱커,판타지,청월검,(2016.10.03.),(2016.12.20.),127,21,15,3.9
3907,대서문세가 [단행본],무협,약선(若善),(2015.09.24.),(2015.09.24.),6,7,4,5.3
3908,모용세가 [단행본],무협,금시조,(2014.11.05.),(2014.11.05.),15,5,7,5.3
3909,권왕귀환 [단행본],판타지,에르먼,(2014.09.16.),(2014.09.16.),7,8,2,5.5
3910,곤륜기신 [단행본],무협,해은,(2014.03.21.),(2014.03.21.),4,6,5,6.9
3911,그란츠전기 [단행본],판타지,강동호(큰바우),(2012.12.03.),(2012.12.03.),4,4,5,5.5
3912,19금,19금,19금,19금,19금,19금,19금,19금,19금
3913,"너의 옆자리, 비워줄래",로맨스,너자비,(2015.01.26.),(2015.07.13.),58,21,18,7.4
3914,내가 지배하겠다 [단행본],판타지,신율,(2018.05.04.),(2018.05.04.),12,24,5,5.4
3915,19금,19금,19금,19금,19금,19금,19금,19금,19금
3916,집행자,현판,묘재,(2014.03.20.),(2015.12.31.),108,12,32,5.9
3917,단칼 [단행본],무협,문종,(2013.07.05.),(2013.07.05.),4,8,2,6.1
3918,청애 [단행본],로맨스,김경미,(2012.01.20.),(2012.01.20.),2,43,51,8.5
3919,SSS급 천재,현판,이원규,(2018.07.19.),(2018.07.19.),125,30,3,5.9
3920,19금,19금,19금,19금,19금,19금,19금,19금,19금
3921,처음부터 너였어 [단행본],로맨스,강은희,(2014.09.11.),(2014.09.11.),2,12,54,6.8
3922,폭주기사단 [단행본],판타지,박정수,(2014.04.17.),(2014.04.17.),7,17,12,5.7
3923,19금,19금,19금,19금,19금,19금,19금,19금,19금
3924,영광의 제국 [단행본],현판,묵암,(2016.01.28.),(2016.01.28.),7,17,12,5.6
3925,최강의 포수 [단행본],현판,기발한,(2015.08.10.),(2015.08.10.),7,13,12,5.7
3926,로이어 환생 [단행본],현판,앤서,(2015.06.16.),(2015.06.16.),5,24,24,6.1
3927,천년혼(千年魂),판타지,이원호,(2014.12.16.),(2015.05.01.),40,5,30,7.5
3928,소심한 복수 사무소- 시드노벨 Seed Novel [단행본],라이트노벨,류은가람,(2014.08.14.),(2014.08.14.),5,30,63,8.7
3929,"어둠의 여왕, 네페르디아",로판,리브,(2016.11.22.),(2023.05.12.),214,162,58,8.8
3930,반하다. 네게… (외전) [단행본],로맨스,이수진,(2017.09.14.),(2017.09.14.),1,1,9,9.3
3931,"배우, 희망을 찾다",현판,공중누각,(2016.12.14.),(2017.09.01.),237,179,114,6.9
3932,철혈투마 [단행본],무협,홍석주,(2014.10.08.),(2014.10.08.),5,2,5,6.4
3933,19금,19금,19금,19금,19금,19금,19금,19금,19금
3934,19금,19금,19금,19금,19금,19금,19금,19금,19금
3935,19금,19금,19금,19금,19금,19금,19금,19금,19금
3936,연기에 미쳐라! [단행본],판타지,시하,(2016.05.17.),(2016.05.17.),12,28,5,5.4
3937,19금,19금,19금,19금,19금,19금,19금,19금,19금
3938,팀몬스터,현판,남운,(2015.03.06.),(2015.12.25.),225,11,14,5.5
3939,19금,19금,19금,19금,19금,19금,19금,19금,19금
3940,뉴 스타트 [단행본],판타지,박재학,(2012.06.15.),(2012.06.15.),6,4,4,5.0
3941,사로잡힌 숨결 [단행본],로맨스,이서형(라니),(2012.01.20.),(2012.01.20.),1,26,67,8.7
3942,스토리 오브 환타지 [단행본],판타지,배현상,(2011.12.12.),(2011.12.12.),9,22,11,5.8
3943,구경하는 들러리양,로판,엘리아냥,(2016.12.21.),(2023.03.10.),175,612,162,9.5
3944,레벨 권하는 사회,현판,이기준,(2016.05.16.),(2017.07.11.),115,9,5,6.4
3945,19금,19금,19금,19금,19금,19금,19금,19금,19금
3946,고스트아머 [단행본],판타지,유진산,(2015.08.26.),(2015.08.26.),18,8,3,5.6
3947,이 여자가 정말 [단행본],로맨스,채윤주,(2014.03.20.),(2014.03.20.),2,10,9,7.8
3948,이 멋진 세계에 축복을! 1~15권 [단행본],라이트노벨,아카츠키 나츠메,(2017.01.26.),(2019.08.12.),15,118,100,9.6
3949,19금,19금,19금,19금,19금,19금,19금,19금,19금
3950,드래곤의 심장 [단행본],판타지,정구,(2014.12.03.),(2014.12.03.),6,26,19,7.3
3951,아침의 나라 [단행본],판타지,최광민,(2013.12.05.),(2013.12.05.),5,8,3,7.0
3952,미스터 매직 ENT,현판,배군,(2017.04.19.),(2017.06.12.),147,8,9,6.2
3953,바람 뒤에 너,로맨스,하수영,(2016.05.09.),(2016.05.13.),50,42,65,8.5
3954,19금,19금,19금,19금,19금,19금,19금,19금,19금
3955,프리벤 대륙개발기 [단행본],판타지,비월류운,(2014.06.18.),(2014.06.18.),5,11,11,5.5
3956,19금,19금,19금,19금,19금,19금,19금,19금,19금
3957,헝거게임 시리즈 [단행본],현판,수잔 콜린스,(2012.02.20.),(2012.02.20.),3,43,38,8.6
3958,19금,19금,19금,19금,19금,19금,19금,19금,19금
3959,현대 연금술사,판타지,박천웅,(2017.10.20.),(2018.03.29.),180,15,4,4.9
3960,역적의 꿈 [단행본],현판,비류수,(2016.01.22.),(2016.01.22.),10,12,4,4.8
3961,문과 날개 [단행본],로판,이수련,(2014.01.24.),(2014.01.24.),5,17,8,7.7
3962,그림자 전설 [단행본],무협,은영,(2013.09.30.),(2013.09.30.),5,1,좋아요,5.4
3963,범죄의 신,판타지,한여울,(2017.08.31.),(2017.08.31.),21,13,8,6.4
3964,랭커의 대학생활[The Original] [단행본],판타지,동주,(2016.06.15.),(2016.06.15.),8,29,16,5.6
3965,19금,19금,19금,19금,19금,19금,19금,19금,19금
3966,홈런만 친다,현판,장성필,(2016.10.21.),(2016.12.07.),175,25,13,5.7
3967,워크라이 [단행본],판타지,전정현,(2016.01.27.),(2016.01.27.),7,14,8,6.4
3968,리턴 홀릭,현판,수민,(2015.09.17.),(2015.12.30.),213,20,8,8.9
3969,이모틀(Immortal) [단행본],현판,진부동,(2015.06.09.),(2015.06.09.),5,23,19,7.5
3970,악은 악으로 [단행본],현판,금월,(2014.06.10.),(2014.06.10.),6,3,3,6.7
3971,19금,19금,19금,19금,19금,19금,19금,19금,19금
3972,생검사도 [단행본],무협,뇌전검,(2014.07.07.),(2020.05.10.),7,23,15,7.8
3973,더 파워 [단행본],판타지,서형석,(2016.02.26.),(2016.02.26.),10,16,9,3.3
3974,러블리 내니,로맨스,도연,(2014.10.21.),(2014.11.12.),30,7,23,8.6
3975,"군주, 회귀하다 [단행본]",판타지,양현경,(2017.08.01.),(2017.08.01.),6,16,9,5.1
3976,까칠상사와 나,로맨스,히로타,(2017.01.13.),(2017.02.23.),98,10,38,8.5
3977,본능의 시대,현판,조세린,(2015.06.23.),(2016.02.29.),250,13,8,4.2
3978,19금,19금,19금,19금,19금,19금,19금,19금,19금
3979,파괴의 군주 [단행본],판타지,강선우,(2012.01.13.),(2012.01.13.),9,10,2,5.0
3980,도검무안 [단행본],무협,설봉,(2018.08.07.),(2018.08.07.),5,18,2,6.1
3981,19금,19금,19금,19금,19금,19금,19금,19금,19금
3982,편월,무협,황기록,(2016.10.28.),(2016.10.28.),270,21,9,6.6
3983,SOULNET,판타지,고려의검,(2016.09.28.),(2016.09.28.),525,40,25,5.6
3984,부활쓰는 성기사,판타지,채병일,(2016.03.16.),(2016.04.26.),149,89,7,5.2
3985,소드메이지 [단행본],판타지,이상향,(2014.12.10.),(2014.12.10.),18,9,4,6.2
3986,최초의 헌터 [단행본],판타지,디다트,(2017.06.08.),(2017.06.08.),7,38,20,8.1
3987,해골제작자 [단행본],판타지,몽계,(2014.12.03.),(2014.12.03.),24,24,11,5.9
3988,19금,19금,19금,19금,19금,19금,19금,19금,19금
3989,검야차,판타지,이상혁,(2016.10.10.),(2018.05.11.),369,28,13,7.6
3990,19금,19금,19금,19금,19금,19금,19금,19금,19금
3991,19금,19금,19금,19금,19금,19금,19금,19금,19금
