,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
1438,정령왕의 딸 [단행본],판타지,박신애,(2014.02.17.),(2014.02.17.),10,71,86,8.3
1439,잠재력 측정불가,현판,이희호,(2017.01.23.),(2017.03.16.),175,70,23,6.1
1440,19금,19금,19금,19금,19금,19금,19금,19금,19금
1441,19금,19금,19금,19금,19금,19금,19금,19금,19금
1442,왕과 정령,로판,해난,(2014.10.21.),(2015.05.20.),267,79,83,8.5
1443,나 혼자 999레벨 [단행본],현판,원버넘,(2016.06.15.),(2016.10.11.),18,62,21,4.1
1444,개척자 [단행본],현판,강준현,(2015.11.04.),(2015.11.04.),9,29,16,7.0
1445,용병가,판타지,이모탈,(2013.10.01.),(2014.06.05.),172,31,14,7.0
1446,옷 잘 입는 여자,로맨스,비낭자,(2014.07.15.),(2019.07.15.),228,49,70,8.6
1447,더 세틀러 [단행본],판타지,이위,(2014.01.22.),(2014.01.22.),8,67,27,7.9
1448,워리어 [단행본],판타지,중걸,(2013.05.08.),(2013.05.08.),7,42,10,7.8
1449,회사원 마스터,현판,에바트리체,(2014.12.11.),(2015.11.26.),253,16,20,5.4
1450,풍운객잔 [단행본],무협,주비,(2015.10.01.),(2015.10.05.),18,100,17,8.3
1451,프리 나이트 [단행본],판타지,김광수,(2014.10.01.),(2014.10.01.),9,41,36,5.5
1452,무명계 [단행본],무협,송진용,(2014.04.07.),(2014.04.07.),6,16,36,8.0
1453,하얀 로냐프강 [개정판] [단행본],판타지,이상균,(2015.08.06.),(2015.08.06.),10,101,151,8.9
1454,악마학자 [단행본],판타지,유필,(2015.03.19.),(2015.03.19.),6,76,54,7.9
1455,19금,19금,19금,19금,19금,19금,19금,19금,19금
1456,19금,19금,19금,19금,19금,19금,19금,19금,19금
1457,마크,판타지,이경훈,(2015.08.05.),(2015.10.12.),176,200,23,9.7
1458,보법무적 [단행본],무협,일륜,(2015.08.17.),(2015.08.17.),6,12,14,6.4
1459,19금,19금,19금,19금,19금,19금,19금,19금,19금
1460,항우 리턴즈 [독점],무협,대성당,(2016.11.29.),(2018.04.19.),216,"1,052",256,8.5
1461,연혼벽 [단행본],무협,백연,(2015.07.31.),(2015.07.31.),4,12,5,8.4
1462,19금,19금,19금,19금,19금,19금,19금,19금,19금
1463,머나먼 제국 [단행본],판타지,최동환,(2014.10.28.),(2014.10.28.),18,6,8,7.4
1464,19금,19금,19금,19금,19금,19금,19금,19금,19금
1465,얼음군주 [단행본],판타지,발렌,(2014.02.27.),(2014.02.27.),5,36,17,7.5
1466,컴플리트 포워드,현판,유나비,(2016.11.10.),(2017.04.10.),222,20,32,6.8
1467,19금,19금,19금,19금,19금,19금,19금,19금,19금
1468,너와 나의 Romance,로맨스,퓨어안,(2014.09.05.),(2015.04.16.),67,24,47,8.7
1469,패왕악신 [단행본],판타지,김정욱,(2012.07.03.),(2012.07.03.),8,39,21,7.7
1470,검은 꽃에 지고 [단행본],무협,풍백,(2017.06.20.),(2017.06.20.),9,19,13,7.2
1471,화산진도 [단행본],무협,참마도,(2014.06.18.),(2014.06.18.),7,16,52,7.7
1472,파천 [개정판] [단행본],무협,서현,(2014.11.27.),(2014.11.27.),7,24,64,6.7
1473,19금,19금,19금,19금,19금,19금,19금,19금,19금
1474,월풍 [단행본],무협,전혁,(2015.05.27.),(2015.05.27.),9,28,32,6.5
1475,환생록 [단행본],무협,이재형,(2018.02.08.),(2018.02.08.),9,16,5,7.7
1476,리셋 위저드 [단행본],판타지,재유,(2014.11.21.),(2014.11.21.),11,37,20,5.8
1477,의기 [단행본],무협,황규영,(2014.06.17.),(2014.06.17.),6,25,25,7.9
1478,"악마라고 불러다오 1,2 - 블랙 라벨 클럽 022 [단행본]",로판,안테,(2016.04.14.),(2016.04.14.),4,106,355,9.1
1479,그날 밤 그 남자가 왜,로맨스,장현미,(2015.02.04.),(2015.03.03.),12,69,104,8.3
1480,그대 곁에 잠들다 [독점],로맨스,플라비,(2017.03.03.),(2017.08.25.),96,"1,252","1,090",9.6
1481,초능력자 : 붉은혜성 [단행본],판타지,크레도,(2014.09.02.),(2015.02.04.),7,66,31,6.7
1482,19금,19금,19금,19금,19금,19금,19금,19금,19금
1483,강호질풍전 [단행본],무협,취룡,(2015.08.27.),(2015.08.27.),9,39,39,7.2
1484,19금,19금,19금,19금,19금,19금,19금,19금,19금
1485,무적군림 [단행본],무협,임영기,(2013.01.24.),(2013.01.24.),12,40,29,6.5
1486,19금,19금,19금,19금,19금,19금,19금,19금,19금
1487,용혈무궁 [단행본],무협,한수오,(2014.12.29.),(2014.12.29.),9,8,13,6.4
1488,왕자님의 약혼녀,로맨스,키아르네,(2017.03.06.),(2017.03.06.),70,20,123,8.3
1489,라스트 커맨더,현판,가휼,(2016.01.08.),(2016.09.13.),256,26,28,6.6
1490,푸른 동백꽃,로맨스,윤재희,(2016.05.04.),(2016.05.14.),70,15,87,7.9
1491,제라스의 여관,판타지,사이딘,(2015.11.11.),(2016.03.01.),164,35,41,7.6
1492,달콤한 스캔들,로맨스,진아연,(2015.04.16.),(2015.06.02.),49,4,39,8.7
1493,19금,19금,19금,19금,19금,19금,19금,19금,19금
1494,각인(刻印),로맨스,HMH,(2014.07.07.),(2014.10.15.),151,96,116,8.7
1495,하품은 맛있다,현판,강지영,(2013.10.21.),(2013.10.21.),1,26,34,8.7
1496,19금,19금,19금,19금,19금,19금,19금,19금,19금
1497,19금,19금,19금,19금,19금,19금,19금,19금,19금
1498,어린 연인,로맨스,비낭자,(2014.07.08.),(2015.05.01.),238,53,98,8.5
1499,청조만리성 [단행본],무협,수담옥,(2014.04.24.),(2014.04.24.),8,22,52,8.0
1500,통 2부 - 비밀 [장르소설],현판,민(Meen),(2016.02.17.),(2016.02.17.),70,53,49,8.2
1501,헌터 로드 [단행본],판타지,윤가람,(2016.03.18.),(2016.03.18.),14,57,21,4.1
1502,19금,19금,19금,19금,19금,19금,19금,19금,19금
1503,치명적인 악연,로맨스,가시맘,(2015.07.03.),(2015.10.14.),62,8,34,8.3
1504,대붕신화 [단행본],무협,김도훈,(2014.01.29.),(2014.01.29.),8,16,5,7.4
1505,누가 나를 죽였나 [단행본],로판,유한려,(2014.07.08.),(2014.07.08.),3,24,74,9.1
1506,산을 미는 강 [단행본],판타지,안종선,(2013.12.23.),(2013.12.23.),16,19,19,7.3
1507,불세출의 강산 [단행본],현판,천하본좌,(2014.04.18.),(2014.09.01.),11,23,16,4.5
1508,무당유룡 [단행본],무협,진필명,(2012.07.04.),(2012.07.04.),7,12,9,7.4
1509,덤비지 마! [단행본],현판,무람,(2014.09.16.),(2014.09.16.),8,24,15,6.0
1510,19금,19금,19금,19금,19금,19금,19금,19금,19금
1511,나의 사악한 하이드 씨,로맨스,이윤미,(2016.01.12.),(2016.04.03.),100,150,149,8.7
1512,잔디 위의 마에스트로,현판,하양연필,(2015.06.01.),(2016.02.05.),180,29,21,7.8
1513,이블 던전 [단행본],판타지,채병일,(2015.10.29.),(2015.10.29.),7,42,14,5.0
1514,헌터계급론,판타지,음란파괴왕,(2017.03.02.),(2018.06.25.),336,136,16,7.5
1515,최강의 헌터,현판,예성,(2016.07.04.),(2016.09.20.),95,34,12,6.9
1516,"미안하지만,소름",미스터리,클랜시,(2013.07.03.),(2013.10.28.),52,23,12,8.8
1517,자명공자 [단행본],무협,문운도,(2014.04.01.),(2019.05.27.),23,60,56,7.3
1518,무영검 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),9,11,26,7.8
1519,왕자님의 신부,로판,호리이,(2014.02.20.),(2014.12.30.),25,44,65,8.0
1520,질주무왕 [단행본],무협,권용찬,(2014.08.28.),(2014.08.28.),9,13,24,6.1
1521,원나잇 파트너,로맨스,히로타,(2017.01.09.),(2017.04.07.),101,93,199,8.6
1522,알버크의 작은영주 [단행본],판타지,최동환,(2014.10.28.),(2014.10.28.),42,25,22,5.7
1523,천하를 삼키다 [단행본],무협,손연우,(2016.08.24.),(2016.08.24.),18,15,27,6.5
1524,19금,19금,19금,19금,19금,19금,19금,19금,19금
1525,광풍제월 [단행본],무협,만상조,(2017.03.03.),(2017.03.03.),9,39,18,7.5
1526,건곤권 [단행본],무협,백준,(2014.10.01.),(2014.10.01.),8,47,31,7.9
1527,전능의 날개,판타지,일상,(2016.01.25.),(2016.08.10.),171,32,28,7.3
1528,무정지로 [단행본],무협,참마도,(2015.07.30.),(2015.07.30.),10,23,12,8.4
1529,쇼윈도,로맨스,배푸름,(2015.01.06.),(2015.02.03.),117,20,84,9.3
1530,쉿! 나만의 비밀,로맨스,그린비a,(2015.04.14.),(2015.06.02.),153,23,70,9.2
1531,창공의 혈흔 [단행본],판타지,하늘따라지,(2014.06.23.),(2014.07.03.),8,59,50,8.4
1532,19금,19금,19금,19금,19금,19금,19금,19금,19금
1533,얼음마왕의 연인,로맨스,이연추,(2014.10.21.),(2014.12.03.),52,34,62,8.0
1534,민들레의 로망(개정판),로맨스,바빌,(2017.02.08.),(2017.03.06.),171,71,82,9.4
1535,황태자의 신부,로판,하트나무,(2015.09.01.),(2017.06.07.),357,23,63,7.9
1536,개척영주 사이먼 [단행본],판타지,정상수,(2016.10.14.),(2016.10.20.),12,23,23,5.5
1537,빛나는 재능,현판,공깃,(2015.06.01.),(2015.12.16.),149,66,22,6.9
1538,배틀레기온,판타지,김태완,(2015.08.19.),(2015.12.17.),137,75,28,7.8
1539,19금,19금,19금,19금,19금,19금,19금,19금,19금
1540,아마존 주술사 [단행본],현판,김광현,(2015.04.01.),(2015.11.20.),16,17,21,5.5
1541,마문 [단행본],무협,혼세,(2012.12.06.),(2012.12.07.),7,33,6,7.6
1542,빈하수 드리우고,로맨스,궁수연,(2016.11.08.),(2016.11.08.),77,26,114,8.9
1543,무적검 [단행본],무협,월공혼,(2014.11.24.),(2014.11.24.),7,22,30,6.6
1544,After - 생존의 법칙(개정판) [단행본],판타지,대두마신,(2016.06.30.),(2016.08.17.),16,153,38,6.0
1545,내 삶의 Error,로맨스,민경(民庚),(2014.03.21.),(2014.04.18.),18,7,4,7.3
1546,십대고수 [단행본],무협,자견(自遣),(2014.06.26.),(2014.10.24.),10,29,43,7.9
1547,건달의 제국,판타지,유헌화,(2016.02.04.),(2016.03.03.),142,93,52,7.8
1548,스펙의 신,현판,이사이다,(2017.05.02.),(2017.05.02.),203,34,20,7.3
1549,황혼의 시편 - 황량몽 [단행본],판타지,카르크,(2014.02.27.),(2015.12.30.),16,63,82,8.0
1550,낭왕귀도 [단행본],무협,원생,(2013.08.08.),(2013.08.08.),6,22,6,7.9
1551,던전을 지켜라,판타지,트레샤,(2016.09.29.),(2016.09.29.),334,139,84,7.5
1552,학사 장문인 [단행본],무협,일몽,(2016.01.26.),(2016.01.26.),6,16,19,7.6
1553,19금,19금,19금,19금,19금,19금,19금,19금,19금
1554,태왕전설 [단행본],현판,HOON,(2015.10.06.),(2016.02.05.),12,15,34,6.2
1555,돈의 왕 [단행본],현판,SOKIN,(2015.04.06.),(2015.05.14.),18,14,13,5.2
1556,일그러진 욕망,로맨스,지지아,(2015.10.21.),(2015.12.03.),88,15,42,9.1
1557,19금,19금,19금,19금,19금,19금,19금,19금,19금
1558,내겐 벅찬 그놈,로맨스,순수작가노마,(2016.02.02.),(2016.02.18.),59,26,96,8.9
1559,마담 티아라 [단행본],로판,미나토,(2014.04.10.),(2016.09.26.),16,123,66,8.9
1560,최강무사,무협,곽운,(2017.02.16.),(2017.02.16.),278,72,34,7.4
1561,단순하게 가자,로맨스,서블리,(2015.01.05.),(2015.04.17.),107,28,54,8.7
1562,"영주, 검을 들다",판타지,시인단테,(2016.11.23.),(2017.02.06.),228,121,11,9.6
1563,19금,19금,19금,19금,19금,19금,19금,19금,19금
1564,제왕 [단행본],판타지,장백산,(2014.06.10.),(2014.06.10.),10,28,11,7.4
1565,노는 칼 [단행본],무협,한수오,(2014.12.29.),(2014.12.29.),21,7,13,7.8
1566,태화 1~2 - 블랙 라벨 클럽 014 [단행본],로판,박슬기,(2015.06.18.),(2015.06.18.),4,102,217,9.0
1567,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지
1568,킹 엘리온 [단행본],판타지,한세,(2014.05.28.),(2014.05.28.),14,20,31,6.7
1569,현대 마도학자 [단행본],현판,네르가시아,(2015.12.11.),(2015.12.11.),15,37,30,4.8
1570,무림해결사 고봉팔 [단행본],무협,이문혁,(2015.02.09.),(2015.02.09.),10,38,48,8.0
1571,당신의 연인 [단행본],로맨스,정경하,(2014.02.04.),(2014.02.04.),1,113,244,9.0
1572,19금,19금,19금,19금,19금,19금,19금,19금,19금
1573,소야의 늪 [BL],BL,임유니,(2016.04.12.),(2016.04.12.),57,128,73,9.3
1574,19금,19금,19금,19금,19금,19금,19금,19금,19금
1575,황금수 [단행본],무협,나한,(2015.09.11.),(2015.09.11.),15,40,11,7.3
1576,우위를 점하다 [단행본],현판,소수림,(2014.09.19.),(2014.09.19.),10,19,11,5.3
1577,사부 하산하다 [단행본],무협,설백,(2017.04.28.),(2017.04.28.),10,35,22,5.4
1578,7이라는 숫자,로맨스,김윤혜,(2014.11.10.),(2015.02.05.),143,20,48,9.2
1579,냉혈무정 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),12,5,18,8.2
1580,그랜드슬램,현판,자미소,(2016.07.19.),(2017.06.19.),288,55,40,7.6
1581,19금,19금,19금,19금,19금,19금,19금,19금,19금
1582,리플레이어 [단행본],판타지,최동환,(2014.10.28.),(2014.10.28.),21,18,5,5.6
1583,19금,19금,19금,19금,19금,19금,19금,19금,19금
1584,"데로드&데블랑 1,2,3부 [단행본]",판타지,이상혁,(2016.01.04.),(2017.02.14.),35,107,121,8.8
1585,"검은 달무리, 금빛 숲",로판,해연,(2016.02.25.),(2017.07.07.),210,70,104,8.1
1586,꽃잠 [단행본],로맨스,이혜경,(2012.01.13.),(2012.01.13.),2,35,57,9.1
1587,거친 남자,로맨스,지지아,(2015.06.02.),(2015.12.30.),93,11,49,8.7
1588,절대무적검,무협,행호사,(2014.07.25.),(2015.08.24.),250,7,21,6.4
1589,강호무뢰한 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),9,14,51,8.1
1590,살수왕 [연재 판타지],판타지,이광섭,(2014.04.18.),(2015.01.13.),87,30,47,6.6
1591,시우 [단행본],무협,참마도,(2015.04.07.),(2015.04.07.),7,19,17,7.6
1592,베스트 원 [단행본],판타지,한세,(2014.04.14.),(2014.04.14.),24,13,17,6.6
1593,19금,19금,19금,19금,19금,19금,19금,19금,19금
1594,네 멋대로 쳐라,현판,신무명,(2016.10.10.),(2017.04.03.),227,49,21,7.0
1595,정령왕의 뉴라이프 [단행본],판타지,오윤,(2014.01.20.),(2014.01.20.),8,49,50,7.7
1596,홍천 [단행본],무협,백준,(2016.07.26.),(2016.07.26.),8,29,14,8.1
1597,위험한 악연,로맨스,가시맘,(2015.12.17.),(2016.01.26.),61,6,49,8.5
1598,꽃무릇 (클린 버전),로판,이새인,(2016.09.27.),(2016.09.27.),80,116,100,9.7
1599,아레하 - 그 심장의 주인,로맨스,mamaes,(2014.07.24.),(2015.07.07.),154,26,35,8.3
1600,레인디어家 둘째 공자,판타지,PLANC,(2016.12.16.),(2023.03.03.),195,62,20,7.7
1601,오마이 스위트홈,로맨스,김미문,(2015.05.21.),(2015.06.19.),108,10,56,8.5
1602,이계의 대한제국 [단행본],현판,린데만,(2012.11.06.),(2012.11.09.),4,27,9,7.4
1603,19금,19금,19금,19금,19금,19금,19금,19금,19금
1604,비적유성탄 [단행본],무협,좌백,(2014.07.07.),(2014.07.07.),5,67,41,8.7
1605,19금,19금,19금,19금,19금,19금,19금,19금,19금
1606,악마를 유혹하다,로맨스,티스페인,(2014.05.20.),(2014.06.24.),47,39,84,9.2
1607,19금,19금,19금,19금,19금,19금,19금,19금,19금
1608,새로운 지도자 [단행본],판타지,화순,(2013.12.17.),(2013.12.17.),4,11,14,5.5
1609,풍신쾌 [단행본],무협,거해(巨海),(2013.07.05.),(2013.07.05.),6,28,5,6.1
1610,악소림,무협,윤민호,(2014.03.20.),(2015.07.09.),117,30,48,8.0
1611,하수책사(下手策士),무협,야생화,(2016.11.11.),(2017.03.27.),300,11,14,7.5
1612,스트라이커 [완전판] [단행본],현판,독고진,(2016.11.29.),(2016.11.29.),15,28,24,7.1
1613,눈을 사랑한 검은 용,로판,바람하늘지기,(2015.11.25.),(2022.12.27.),667,174,156,9.4
1614,현대 능력자,현판,룬드그린,(2017.01.11.),(2017.05.11.),271,147,20,8.6
1615,2098 고스트 스쿼드 [단행본],판타지,유호,(2015.11.26.),(2016.03.26.),11,8,36,7.5
1616,독종무쌍 [단행본],무협,전혁,(2015.04.17.),(2015.04.17.),11,39,41,6.0
1617,용중신권 [단행본],무협,권용찬,(2017.08.22.),(2017.08.22.),7,23,10,7.1
1618,역천검제 [단행본],무협,정재욱,(2016.09.01.),(2016.09.01.),7,22,10,5.8
1619,무명 [단행본],무협,남운,(2015.10.22.),(2015.10.22.),24,4,4,6.1
1620,구중천 [단행본],무협,임영기,(2013.01.29.),(2013.01.29.),9,25,9,6.6
1621,19금,19금,19금,19금,19금,19금,19금,19금,19금
1622,강룡검제 [단행본],무협,소월,(2016.10.20.),(2016.10.20.),12,38,14,6.4
1623,녹림대제전 [단행본],무협,풍종호,(2016.06.27.),(2016.06.27.),24,25,12,6.7
1624,19금,19금,19금,19금,19금,19금,19금,19금,19금
1625,19금,19금,19금,19금,19금,19금,19금,19금,19금
1626,절대검황 [단행본],판타지,글쟁이,(2013.11.29.),(2013.11.29.),7,29,12,6.0
1627,별바람을 걷는 소녀,판타지,박이수,(2014.05.23.),(2015.02.10.),158,49,102,8.5
1628,최고의 사랑,로맨스,김미문,(2014.12.03.),(2015.01.15.),112,12,54,8.4
1629,절대 짐승,로맨스,배푸름,(2014.10.21.),(2014.11.24.),64,27,50,9.3
1630,테이머 루트 [단행본],판타지,화풍객,(2013.08.02.),(2013.08.06.),10,35,8,7.0
1631,19금,19금,19금,19금,19금,19금,19금,19금,19금
1632,숨만 쉬어도 강해지는 남자,판타지,다원,(2017.01.23.),(2017.03.10.),176,198,51,7.7
1633,또 다른 제국 (1부) [단행본],판타지,한무풍,(2013.12.18.),(2013.12.18.),5,24,32,8.0
1634,19금,19금,19금,19금,19금,19금,19금,19금,19금
1635,창공의 학살자 [연재 판타지],판타지,봉사,(2014.04.21.),(2015.06.02.),249,32,40,5.9
1636,19금,19금,19금,19금,19금,19금,19금,19금,19금
1637,문인 강승신,무협,정선,(2016.11.28.),(2017.05.31.),164,26,15,5.7
1638,던전 비즈니스,판타지,SLV,(2015.08.31.),(2016.02.09.),131,21,17,6.7
1639,포두 갈무형 [단행본],무협,수영,(2016.03.31.),(2018.11.28.),16,28,30,7.5
1640,퍼펙트 헌터,판타지,김진우,(2015.07.24.),(2016.10.17.),192,45,19,5.4
1641,19금,19금,19금,19금,19금,19금,19금,19금,19금
1642,19금,19금,19금,19금,19금,19금,19금,19금,19금
1643,마나하트 [단행본],판타지,대호,(2014.10.01.),(2014.10.01.),7,43,37,5.5
1644,역천 [단행본],무협,성상현,(2014.06.10.),(2014.06.10.),5,31,15,7.8
1645,19금,19금,19금,19금,19금,19금,19금,19금,19금
1646,심판의 군주,판타지,오늘도요,(2017.03.27.),(2017.03.27.),250,"1,208",190,8.8
1647,워메이지 [단행본],판타지,김재한,(2012.12.26.),(2012.12.26.),7,41,39,7.7
1648,섀도우비스트 [단행본],판타지,김재한,(2012.11.14.),(2012.11.14.),5,26,28,7.5
1649,에고전함 입실론,판타지,서형석,(2015.09.17.),(2016.06.16.),254,27,21,5.9
1650,19금,19금,19금,19금,19금,19금,19금,19금,19금
1651,흡정마공 [단행본],무협,추몽인,(2012.11.14.),(2012.11.14.),6,10,31,7.0
1652,19금,19금,19금,19금,19금,19금,19금,19금,19금
1653,디 임팩트 [단행본],판타지,장대수,(2015.03.23.),(2017.05.15.),23,69,47,7.1
1654,그라운드의 사령관 [단행본],현판,예성,(2016.05.04.),(2016.05.04.),8,23,18,7.6
1655,독보행 [단행본],무협,임영기,(2013.11.14.),(2013.11.14.),10,25,7,6.6
1656,우연 No!! 인연 Yes!!,로맨스,투이아비,(2014.12.01.),(2015.01.07.),124,9,33,8.9
1657,패왕전설 [단행본],무협,풍백,(2011.06.10.),(2011.06.10.),7,21,6,6.6
1658,19금,19금,19금,19금,19금,19금,19금,19금,19금
1659,대공 리턴,판타지,하영민,(2015.07.23.),(2016.03.31.),251,23,15,5.1
1660,생존시대 [단행본],현판,백광호,(2013.12.05.),(2013.12.05.),5,99,39,7.8
1661,쿨하게 [단행본],현판,강천수,(2013.12.05.),(2013.12.31.),11,22,5,6.1
1662,연상과 연하 그 사이,로맨스,옥강냉,(2014.01.27.),(2014.01.27.),87,31,32,9.0
1663,화산화선 [단행본],무협,화수,(2013.04.10.),(2013.04.10.),4,24,5,7.4
1664,비극의 종식 [BL],BL,ILI YAN,(2015.10.15.),(2018.05.01.),118,40,86,9.2
1665,난폭한 용을 구하는 방법 [BL] [단행본],BL,화차,(2015.10.28.),(2015.10.28.),9,18,70,9.6
1666,밤의 제왕 흑마법사 [단행본],현판,카르마이,(2015.07.28.),(2015.07.28.),16,31,19,3.7
1667,태클걸지마 [단행본],현판,무람,(2013.06.13.),(2013.06.13.),8,24,9,5.6
1668,19금,19금,19금,19금,19금,19금,19금,19금,19금
1669,로또 맞은 사나이 [단행본],현판,날망,(2013.09.11.),(2014.03.18.),21,52,6,4.9
1670,불사의 테스터,판타지,기로,(2016.09.27.),(2017.01.13.),226,43,26,6.1
1671,멋진인생,현판,박선우,(2016.02.17.),(2016.04.20.),124,77,14,9.0
1672,대장장이 카르 [단행본],판타지,양인산,(2011.07.28.),(2011.07.28.),7,32,8,6.6
