,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
1254,아포칼립스의 식물인간 [독점],판타지,Takeoff,(2023.09.12.),(2024.06.20.),165,98,13,8.6
1255,19금,19금,19금,19금,19금,19금,19금,19금,19금
1256,"조선 무관, 발해를 세우다",판타지,듀이 문,(2023.07.24.),(2024.06.20.),355,276,8,8.9
1257,사천당가의 검신급 소가주가 되었다,무협,화계火鷄,(2022.10.15.),(2024.06.20.),341,"5,389",66,7.5
1258,종말을 막기 위해 주임신부가 회귀했다 [독점],판타지,마녀왕,(2023.11.07.),(2024.06.20.),200,95,29,8.7
1259,신이 된 삼촌의 힐링라이프,현판,호야(乎也),(2024.03.13.),(2024.06.20.),201,385,8,8.7
1260,남궁세가 역대급 천재 망나니,무협,태무성,(2024.05.15.),(2024.06.20.),202,31,2,9.2
1261,우리 엄마는 재벌2세,현판,거북아빠,(2023.10.23.),(2024.06.20.),155,72,3,7.7
1262,19금,19금,19금,19금,19금,19금,19금,19금,19금
1263,푸른 달은 두 번 떠오른다 [독점],무협,의진,(2024.01.30.),(2024.06.20.),149,11,좋아요,6.0
1264,장안제일검,무협,호양나무,(2023.11.13.),(2024.06.20.),124,11,7,8.7
1265,레벨업 축구황제 [단행본],현판,리더a6,(2024.06.20.),(2024.06.20.),8,0,좋아요,0.0
1266,부활하기 싫은 매니저 [단행본],현판,김태진,(2024.06.20.),(2024.06.20.),12,0,좋아요,0.0
1267,나만 아는 좀비세상 [독점],현판,글시오패스,(2022.11.09.),(2024.06.20.),305,568,17,8.9
1268,고요한 호수의 달빛을 품은 그대.,라이트노벨,백금포도맛,(2024.04.29.),(2024.06.20.),177,0,좋아요,0.0
1269,키보드 사교학 1-2권[BL][단행본],BL,물링,(2024.06.20.),(2024.06.20.),2,0,좋아요,0.0
1270,키보드 사교학 3권[BL][단행본],BL,물링,(2024.06.20.),(2024.06.20.),1,0,좋아요,0.0
1271,19금,19금,19금,19금,19금,19금,19금,19금,19금
1272,19금,19금,19금,19금,19금,19금,19금,19금,19금
1273,키보드 사교학[BL],BL,물링,(2024.06.20.),(2024.06.20.),107,0,좋아요,0.0
1274,19금,19금,19금,19금,19금,19금,19금,19금,19금
1275,원나잇의 부작용[단행본],로맨스,봄땅,(2024.06.20.),(2024.06.20.),2,0,좋아요,0.0
1276,함부로 집착[단행본],로맨스,비유,(2024.06.20.),(2024.06.20.),3,0,좋아요,0.0
1277,오늘부터 공작가는 내가 접수한다,로판,로열B,(2024.06.20.),(2024.06.20.),270,0,좋아요,0.0
1278,사치스런 남편 [단행본],로맨스,이은녹,(2024.06.20.),(2024.06.20.),8,0,좋아요,0.0
1279,뜻대로 하겠습니다 [단행본],로판,김안고,(2024.06.20.),(2024.06.20.),6,0,좋아요,0.0
1280,피해야 할 흑막이 사랑스러워 [단행본],로판,김규르,(2024.06.20.),(2024.06.20.),11,0,좋아요,0.0
1281,사치스런 남편 [외전][단행본],로맨스,이은녹,(2024.06.20.),(2024.06.20.),1,0,좋아요,10.0
1282,19금,19금,19금,19금,19금,19금,19금,19금,19금
1283,이 빌어먹을 가챠 영웅들 [단행본],현판,이민우,(2024.06.20.),(2024.06.20.),9,0,좋아요,0.0
1284,경영의원,무협,신현재,(2024.06.20.),(2024.06.20.),350,1,좋아요,6.3
1285,19금,19금,19금,19금,19금,19금,19금,19금,19금
1286,19금,19금,19금,19금,19금,19금,19금,19금,19금
1287,후회 없게 해 드립니다[단행본],로판,소하,(2024.06.20.),(2024.06.20.),3,0,좋아요,0.0
1288,후회 없게 해 드립니다 외전[단행본],로판,소하,(2024.06.20.),(2024.06.20.),1,0,좋아요,0.0
1289,19금,19금,19금,19금,19금,19금,19금,19금,19금
1290,19금,19금,19금,19금,19금,19금,19금,19금,19금
1291,19금,19금,19금,19금,19금,19금,19금,19금,19금
1292,19금,19금,19금,19금,19금,19금,19금,19금,19금
1293,F급 힐러가 SS급 게이트를 공략하는 방법,판타지,리다로즈,(2023.12.22.),(2024.06.20.),250,9,7,9.5
1294,19금,19금,19금,19금,19금,19금,19금,19금,19금
1295,19금,19금,19금,19금,19금,19금,19금,19금,19금
1296,19금,19금,19금,19금,19금,19금,19금,19금,19금
1297,19금,19금,19금,19금,19금,19금,19금,19금,19금
1298,비상 착륙(Emergency Landing),로맨스,은호,(2024.06.20.),(2024.06.20.),110,2,좋아요,10.0
1299,19금,19금,19금,19금,19금,19금,19금,19금,19금
1300,범의 취향,로맨스,엔핀,(2024.06.20.),(2024.06.20.),91,0,좋아요,0.0
1301,19금,19금,19금,19금,19금,19금,19금,19금,19금
1302,19금,19금,19금,19금,19금,19금,19금,19금,19금
1303,19금,19금,19금,19금,19금,19금,19금,19금,19금
1304,19금,19금,19금,19금,19금,19금,19금,19금,19금
1305,비즈니스 퍼포먼스 [개정판][BL],BL,금천구타자기,(2024.06.20.),(2024.06.20.),79,0,좋아요,0.0
1306,19금,19금,19금,19금,19금,19금,19금,19금,19금
1307,19금,19금,19금,19금,19금,19금,19금,19금,19금
1308,19금,19금,19금,19금,19금,19금,19금,19금,19금
1309,독종의 연애 [독점],로맨스,플라비,(2024.06.20.),(2024.06.20.),85,181,8,9.4
1310,19금,19금,19금,19금,19금,19금,19금,19금,19금
1311,19금,19금,19금,19금,19금,19금,19금,19금,19금
1312,19금,19금,19금,19금,19금,19금,19금,19금,19금
1313,주인공의 마검이 되었습니다 [BL][단행본],BL,로로늉,(2024.06.20.),(2024.06.20.),6,0,1,0.0
1314,19금,19금,19금,19금,19금,19금,19금,19금,19금
1315,19금,19금,19금,19금,19금,19금,19금,19금,19금
1316,19금,19금,19금,19금,19금,19금,19금,19금,19금
1317,19금,19금,19금,19금,19금,19금,19금,19금,19금
1318,19금,19금,19금,19금,19금,19금,19금,19금,19금
1319,소비에트 연방이 망하지 않음,판타지,초코맛민트,(2024.02.02.),(2024.06.19.),183,271,3,9.7
1320,퓨전펑크의 전생자,판타지,쫄면에삼겹,(2023.05.04.),(2024.06.19.),309,"9,914",56,9.1
1321,천마육성 시뮬레이션 [독점],무협,조형근,(2021.05.12.),(2024.06.19.),475,"22,653",336,8.9
1322,엘 군주,판타지,바다수달,(2023.03.06.),(2024.06.19.),194,8,2,4.6
1323,시간을 달리는 소드마스터 [독점],판타지,오늘도요,(2023.09.05.),(2024.06.19.),242,"1,093",13,9.1
1324,울리지 말았어야지 [독점],로판,graiyo,(2024.04.03.),(2024.06.19.),135,154,좋아요,9.4
1325,탐식의 왕 [단행본],판타지,Readoff,(2024.06.19.),(2024.06.19.),9,0,좋아요,0.0
1326,구조 조정에서 살아남는 법 [단행본],현판,선주우,(2024.06.19.),(2024.06.19.),14,0,좋아요,0.0
1327,환생화도 [단행본],무협,맹세,(2024.06.19.),(2024.06.19.),9,0,좋아요,0.0
1328,봄날,로맨스,최우수,(2024.06.19.),(2024.06.19.),66,0,9,10.0
1329,이번 생은 10서클 대마법사 [독점],판타지,제로워터,(2023.08.15.),(2024.06.19.),195,858,21,8.6
1330,19금,19금,19금,19금,19금,19금,19금,19금,19금
1331,민폐 여동생은 그만! [단행본],로판,션킴,(2024.06.19.),(2024.06.19.),6,0,좋아요,0.0
1332,우리 아름다운 날에,로맨스,김영란,(2024.06.19.),(2024.06.19.),216,0,좋아요,0.0
1333,플래시,로맨스,우영주,(2024.06.19.),(2024.06.19.),77,0,좋아요,0.0
1334,돈 세이 굿바이 [무삭제판],로맨스,박샛별,(2024.06.19.),(2024.06.19.),55,0,좋아요,0.0
1335,약점: 불순한 사정 [독점],로맨스,소년감성,(2024.06.19.),(2024.06.19.),74,129,5,9.9
1336,나는 이렇게 재벌이 되었다 [단행본],현판,푸달,(2024.06.19.),(2024.06.19.),30,0,좋아요,10.0
1337,감당할 수 있다면 [독점],로맨스,정이람,(2024.06.19.),(2024.06.19.),68,2,2,9.9
1338,19금,19금,19금,19금,19금,19금,19금,19금,19금
1339,19금,19금,19금,19금,19금,19금,19금,19금,19금
1340,19금,19금,19금,19금,19금,19금,19금,19금,19금
1341,SSS급 회귀 빌런이 다 씹어 먹음 [단행본],현판,Ame바,(2024.06.19.),(2024.06.19.),6,0,좋아요,0.0
1342,영웅소환사로 인생역전 [단행본],현판,호오르혜,(2024.06.19.),(2024.06.19.),11,0,좋아요,7.0
1343,새의 흔적 [단행본],로판,자은향,(2024.06.19.),(2024.06.19.),7,0,좋아요,0.0
1344,19금,19금,19금,19금,19금,19금,19금,19금,19금
1345,19금,19금,19금,19금,19금,19금,19금,19금,19금
1346,19금,19금,19금,19금,19금,19금,19금,19금,19금
1347,19금,19금,19금,19금,19금,19금,19금,19금,19금
1348,19금,19금,19금,19금,19금,19금,19금,19금,19금
1349,내가 성공할 확률 100%[단행본],현판,리미트,(2024.06.19.),(2024.06.19.),8,0,좋아요,0.0
1350,19금,19금,19금,19금,19금,19금,19금,19금,19금
1351,19금,19금,19금,19금,19금,19금,19금,19금,19금
1352,19금,19금,19금,19금,19금,19금,19금,19금,19금
1353,19금,19금,19금,19금,19금,19금,19금,19금,19금
1354,19금,19금,19금,19금,19금,19금,19금,19금,19금
1355,19금,19금,19금,19금,19금,19금,19금,19금,19금
1356,아카데미 씹어먹는 만능 책벌레,판타지,주삼술,(2024.06.19.),(2024.06.19.),200,1,1,3.8
1357,19금,19금,19금,19금,19금,19금,19금,19금,19금
1358,19금,19금,19금,19금,19금,19금,19금,19금,19금
1359,19금,19금,19금,19금,19금,19금,19금,19금,19금
1360,19금,19금,19금,19금,19금,19금,19금,19금,19금
1361,장래 희망은 악당!,로판,황금송,(2024.06.19.),(2024.06.19.),182,0,좋아요,0.0
1362,불안정 애착 [독점],로맨스,아뜨,(2024.06.19.),(2024.06.19.),66,242,1,9.3
1363,이 결혼의 조건은 이혼 [독점],로맨스,빵곰탕,(2024.06.19.),(2024.06.19.),75,52,3,9.1
1364,라이벌과 스캔들이 나면 [단행본],로판,강포스,(2024.06.19.),(2024.06.19.),4,0,좋아요,0.0
1365,천상의 비서 [선공개],로맨스,닉블랑,(2024.06.19.),(2024.06.19.),106,30,5,9.9
1366,19금,19금,19금,19금,19금,19금,19금,19금,19금
1367,보답은 결혼으로 부탁할게요! [단행본],로판,밤은달,(2024.06.19.),(2024.06.19.),7,0,좋아요,0.0
1368,라이벌과 스캔들이 나면,로판,강포스,(2024.06.19.),(2024.06.19.),122,1,좋아요,10.0
1369,19금,19금,19금,19금,19금,19금,19금,19금,19금
1370,남주의 전 여친 역은 사양하겠습니다 [단행본],로판,뎌닝,(2024.06.19.),(2024.06.19.),5,0,좋아요,0.0
1371,19금,19금,19금,19금,19금,19금,19금,19금,19금
1372,남주의 전 여친 역은 사양하겠습니다,로판,뎌닝,(2024.06.19.),(2024.06.19.),175,0,좋아요,9.8
1373,유해한 친구,로맨스,킹정,(2024.06.19.),(2024.06.19.),62,0,좋아요,0.0
1374,19금,19금,19금,19금,19금,19금,19금,19금,19금
1375,19금,19금,19금,19금,19금,19금,19금,19금,19금
1376,크루센에 검은 꽃이 필 때,로판,이서음,(2024.06.19.),(2024.06.19.),127,0,좋아요,0.0
1377,서러운 장난 [선공개],로맨스,버들숲,(2024.06.19.),(2024.06.19.),69,24,2,9.8
1378,19금,19금,19금,19금,19금,19금,19금,19금,19금
1379,크루센에 검은 꽃이 필 때 1~4 [단행본],로판,이서음,(2024.06.19.),(2024.06.19.),4,0,좋아요,0.0
1380,크루센에 검은 꽃이 필 때 5 [단행본],로판,이서음,(2024.06.19.),(2024.06.19.),1,0,좋아요,0.0
1381,19금,19금,19금,19금,19금,19금,19금,19금,19금
1382,19금,19금,19금,19금,19금,19금,19금,19금,19금
1383,19금,19금,19금,19금,19금,19금,19금,19금,19금
1384,퀸 베로니카 [선공개],로판,국문과김수석,(2024.06.19.),(2024.06.19.),125,3,4,9.4
1385,스위트룸 [독점],로맨스,고슬밥,(2024.06.19.),(2024.06.19.),78,"1,305",2,9.9
1386,19금,19금,19금,19금,19금,19금,19금,19금,19금
1387,19금,19금,19금,19금,19금,19금,19금,19금,19금
1388,19금,19금,19금,19금,19금,19금,19금,19금,19금
1389,19금,19금,19금,19금,19금,19금,19금,19금,19금
1390,19금,19금,19금,19금,19금,19금,19금,19금,19금
1391,검은 나비[단행본],로맨스,루인,(2024.06.19.),(2024.06.19.),2,0,좋아요,0.0
1392,19금,19금,19금,19금,19금,19금,19금,19금,19금
1393,"본능적으로, 너",로맨스,백화(百花),(2023.04.06.),(2024.06.19.),82,3,좋아요,9.3
1394,위장 맞선,로맨스,강영주,(2023.05.03.),(2024.06.19.),78,28,좋아요,9.0
1395,리빌드 월드 [단행본],라이트노벨,나후세,(2021.08.19.),(2024.06.19.),10,37,11,10.0
1396,아기 황녀의 정체는 마왕님![독점],로판,포르테,(2024.03.29.),(2024.06.19.),152,33,11,9.5
1397,19금,19금,19금,19금,19금,19금,19금,19금,19금
1398,19금,19금,19금,19금,19금,19금,19금,19금,19금
1399,19금,19금,19금,19금,19금,19금,19금,19금,19금
1400,전학 간 학교의 청순가련한 미소녀가 옛날에 남자라고 생각해서 같이 놀던 소꿉친구였던 일 [단행본],라이트노벨,히바리유,(2022.11.24.),(2024.06.19.),6,1,1,10.0
1401,마녀가 헌팅을 잘함 [독점],판타지,하동댁,(2023.10.24.),(2024.06.19.),225,600,9,8.6
1402,19금,19금,19금,19금,19금,19금,19금,19금,19금
1403,전이자 데스게임에 소환되었다 [독점],판타지,눈뭉치,(2023.12.12.),(2024.06.18.),150,189,3,8.7
1404,귀농했더니 국가급 거물 후배들이 몰려든다,판타지,아길론,(2024.04.04.),(2024.06.18.),164,"1,812",27,9.5
1405,전설적 형사가 범죄자를 다 잡음,현판,항상,(2024.06.05.),(2024.06.18.),175,12,좋아요,8.1
1406,내 CPU 속도 1억GHz,현판,얕은,(2024.05.28.),(2024.06.18.),124,68,1,7.3
1407,위저드 스톤,판타지,이경훈,(2016.05.16.),(2024.06.18.),735,"9,005",291,9.1
1408,조선제국의 밀덕황제,판타지,타노스,(2022.08.19.),(2024.06.18.),488,295,2,8.3
1409,언더 독의 세상 아우르기,현판,Exatto,(2024.03.15.),(2024.06.18.),428,30,1,5.6
1410,19금,19금,19금,19금,19금,19금,19금,19금,19금
1411,삼국지 나만 왕으로 시작함,판타지,생땅콩,(2023.09.06.),(2024.06.18.),182,403,7,7.9
1412,19금,19금,19금,19금,19금,19금,19금,19금,19금
1413,1919 재벌강림기,판타지,이면지,(2024.02.27.),(2024.06.18.),206,52,1,9.1
1414,게임 속 악마는 회귀한다 [독점],판타지,별헤다,(2023.05.02.),(2024.06.18.),243,378,21,9.2
1415,19금,19금,19금,19금,19금,19금,19금,19금,19금
1416,19금,19금,19금,19금,19금,19금,19금,19금,19금
1417,내가 빙의시킨 귀환자들 [독점],현판,선현,(2023.12.05.),(2024.06.18.),156,292,20,8.6
1418,악당의 죽은 자식 [독점],판타지,탄E,(2022.08.24.),(2024.06.18.),367,"6,637",50,9.1
1419,귀신들린 아파트의 주인이 되었다 [단행본],현판,제스키위,(2024.06.18.),(2024.06.18.),9,1,좋아요,1.0
1420,전역날 귀환하다 [단행본],현판,절대안정,(2024.06.18.),(2024.06.18.),11,0,좋아요,10.0
1421,태조 왕건의 천재 손자가 되었다 [단행본],판타지,무정호,(2024.06.18.),(2024.06.18.),9,0,좋아요,0.0
1422,19금,19금,19금,19금,19금,19금,19금,19금,19금
1423,19금,19금,19금,19금,19금,19금,19금,19금,19금
1424,19금,19금,19금,19금,19금,19금,19금,19금,19금
1425,19금,19금,19금,19금,19금,19금,19금,19금,19금
1426,19금,19금,19금,19금,19금,19금,19금,19금,19금
1427,19금,19금,19금,19금,19금,19금,19금,19금,19금
1428,19금,19금,19금,19금,19금,19금,19금,19금,19금
1429,좌천당한 매니저가 일을 너무 잘함 [단행본],현판,소락,(2024.06.18.),(2024.06.18.),9,0,좋아요,0.0
1430,돌싱 재벌 라이프 [단행본],현판,꿈가득남,(2024.06.18.),(2024.06.18.),7,0,좋아요,0.0
1431,19금,19금,19금,19금,19금,19금,19금,19금,19금
1432,19금,19금,19금,19금,19금,19금,19금,19금,19금
1433,19금,19금,19금,19금,19금,19금,19금,19금,19금
1434,19금,19금,19금,19금,19금,19금,19금,19금,19금
1435,19금,19금,19금,19금,19금,19금,19금,19금,19금
1436,서울 자가에 대기업 다니는 김 부장 이야기 [단행본],현판,송희구,(2024.06.07.),(2024.06.18.),3,5,4,10.0
1437,임진년 로맨스[단행본],로맨스,홍주은,(2024.06.18.),(2024.06.18.),3,0,좋아요,0.0
1438,19금,19금,19금,19금,19금,19금,19금,19금,19금
1439,이번에도 이세계다 [독점],판타지,짜피레,(2023.12.19.),(2024.06.17.),138,51,좋아요,7.3
1440,19금,19금,19금,19금,19금,19금,19금,19금,19금
1441,나만 보이는 S급 헌터와 함께하는 던전 수사,현판,로슈,(2023.11.14.),(2024.06.17.),255,0,좋아요,10.0
1442,회빙환을 죽이는 방법 [독점],현판,김탐식,(2024.01.09.),(2024.06.17.),175,45,2,8.3
1443,행성개발로 세계정복,현판,아몬드리치,(2024.04.22.),(2024.06.17.),175,143,2,6.9
1444,조선 출신 중국 대군벌,판타지,결욕,(2023.03.31.),(2024.06.17.),535,447,14,9.1
1445,천재 마법사가 폐관을 마침,판타지,오늘도요,(2024.02.28.),(2024.06.17.),171,954,4,9.2
1446,공작가의 반신불구 도련님이 되었다 [독점],판타지,공,(2024.03.05.),(2024.06.17.),64,172,4,8.6
1447,다 만드는 제작천재,판타지,호옹게,(2024.05.09.),(2024.06.17.),164,67,1,8.0
1448,괴물 재벌의 골드라이프,현판,콩콩이빠덜,(2023.11.22.),(2024.06.17.),218,741,15,9.3
1449,<안면인식장애>,미스터리,안교찬,(2024.06.13.),(2024.06.17.),10,7,3,10.0
1450,냥줍하면 강해져 [독점],판타지,준돌,(2022.12.21.),(2024.06.17.),163,717,28,8.4
1451,국가실세급 은퇴 삼촌의 영약급 농장 대박,현판,크라우트,(2024.05.22.),(2024.06.17.),201,24,1,8.3
1452,15년의 복수,미스터리,안드로멘탈,(2024.05.29.),(2024.06.17.),86,0,1,10.0
1453,19금,19금,19금,19금,19금,19금,19금,19금,19금
1454,19금,19금,19금,19금,19금,19금,19금,19금,19금
1455,19금,19금,19금,19금,19금,19금,19금,19금,19금
1456,19금,19금,19금,19금,19금,19금,19금,19금,19금
1457,귀농했더니 뒷산에 도깨비 마을,현판,유리손,(2024.04.29.),(2024.06.17.),200,109,3,8.7
1458,19금,19금,19금,19금,19금,19금,19금,19금,19금
1459,민폐 여동생은 그만!,로판,션킴,(2024.06.17.),(2024.06.17.),188,0,좋아요,10.0
1460,어쩌다 주운 부회장님 [단행본],로맨스,루나엘라,(2024.06.17.),(2024.06.17.),3,0,좋아요,10.0
1461,우리 사이는 X [단행본],로맨스,이른봄,(2024.06.17.),(2024.06.17.),3,0,좋아요,10.0
1462,최애를 결혼시키지 못하면 죽습니다 [단행본],로판,이다란,(2024.06.17.),(2024.06.17.),6,0,좋아요,10.0
1463,전남편이 애원할 때 [단행본],로맨스,솜솔,(2024.06.17.),(2024.06.17.),3,0,좋아요,0.0
1464,우리 아들과 결혼해 주세요 [단행본],로판,제이B,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1465,본능의 대가 [독점],로맨스,설우희,(2024.04.11.),(2024.06.17.),87,"2,041",39,9.6
1466,그렇게 시작된 당신의 후회는 [단행본],로판,설매향,(2024.06.17.),(2024.06.17.),6,0,좋아요,0.0
1467,후회남주의 여동생이 되었다 [단행본],로판,파란맛쿠키,(2024.06.17.),(2024.06.17.),5,0,1,0.0
1468,결국 여주인공이 도망갔다 [단행본],로판,톰히,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1469,너의 밤을 사겠어 [단행본],로맨스,루낭시에,(2024.06.17.),(2024.06.17.),4,0,2,10.0
1470,폭군은 잠들지 못하고,로판,홍희수,(2024.06.17.),(2024.06.17.),149,1,좋아요,0.0
1471,폭군은 잠들지 못하고 [단행본],로판,홍희수,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1472,대한민국 전쟁영웅이 되었다. [단행본],판타지,프리드링크,(2024.06.17.),(2024.06.17.),10,0,좋아요,0.0
1473,미국 부촌의 검은머리 천재 [단행본],현판,이오오,(2024.06.17.),(2024.06.17.),7,0,좋아요,0.0
1474,이혼한 재벌 사위는 역대급 재벌 [단행본],현판,크로추장,(2024.06.17.),(2024.06.17.),10,0,좋아요,10.0
1475,19금,19금,19금,19금,19금,19금,19금,19금,19금
1476,19금,19금,19금,19금,19금,19금,19금,19금,19금
1477,피폐물 남주의 부관은 피곤합니다,로판,채나혜,(2024.06.17.),(2024.06.17.),153,157,3,8.6
1478,짐승의 미학,로맨스,우아현,(2024.06.17.),(2024.06.17.),62,1,좋아요,10.0
1479,서북의 경계 [단행본],로판,미미아,(2024.06.17.),(2024.06.17.),7,0,좋아요,0.0
1480,서북의 경계 [외전] [단행본],로판,미미아,(2024.06.17.),(2024.06.17.),1,0,좋아요,0.0
1481,서북의 경계,로판,미미아,(2024.06.17.),(2024.06.17.),300,0,좋아요,0.0
1482,19금,19금,19금,19금,19금,19금,19금,19금,19금
1483,파란의 상속녀 [단행본],로맨스,해아한,(2024.06.17.),(2024.06.17.),4,0,좋아요,0.0
1484,후회물 남주의 전여친은 사양입니다 [단행본],로판,홍당근,(2024.06.17.),(2024.06.17.),6,0,좋아요,0.0
1485,버림받은 왕비가 그 남자를 무릎 꿇리는 법 [단행본],로판,박리안,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1486,이번 생엔 당신을 보좌하겠습니다 [개정판][단행본],로판,무민 친구,(2024.06.17.),(2024.06.17.),7,0,좋아요,0.0
1487,설레게 해놓고 [단행본],로맨스,정유주,(2024.06.17.),(2024.06.17.),3,0,좋아요,10.0
1488,19금,19금,19금,19금,19금,19금,19금,19금,19금
1489,19금,19금,19금,19금,19금,19금,19금,19금,19금
1490,19금,19금,19금,19금,19금,19금,19금,19금,19금
1491,불순한 사내 동거 [단행본],로맨스,서이나,(2024.06.17.),(2024.06.17.),3,0,좋아요,0.0
1492,이젠 내게 복종해줘요 [단행본],로판,서이나,(2024.06.17.),(2024.06.17.),7,0,좋아요,0.0
1493,칼끝에 입술 [단행본],로판,윤슬,(2024.06.17.),(2024.06.17.),7,0,좋아요,0.0
1494,폭군 남편과 이혼하겠습니다 [단행본],로판,오윤하,(2024.06.17.),(2024.06.17.),6,0,1,0.0
1495,나는 너를 사랑했을까? [단행본][개정판],로맨스,새파란딸기,(2024.06.17.),(2024.06.17.),3,0,좋아요,10.0
1496,계약을 받아들인 건 너야 [단행본],로맨스,호랑이곶감,(2024.06.17.),(2024.06.17.),3,0,좋아요,0.0
1497,폭군 아빠는 내가 지킨다! [단행본],로판,유나란,(2024.06.17.),(2024.06.17.),4,0,좋아요,10.0
1498,월드스타가 나를 꼬신다 [단행본],로맨스,히플라,(2024.06.17.),(2024.06.17.),4,0,좋아요,0.0
1499,시한부 결혼 계약 [단행본],로맨스,비단라,(2024.06.17.),(2024.06.17.),4,0,좋아요,0.0
1500,네가 나를 잊을 때 [단행본],로맨스,최온,(2024.06.17.),(2024.06.17.),3,0,좋아요,0.0
1501,19금,19금,19금,19금,19금,19금,19금,19금,19금
1502,19금,19금,19금,19금,19금,19금,19금,19금,19금
1503,19금,19금,19금,19금,19금,19금,19금,19금,19금
1504,19금,19금,19금,19금,19금,19금,19금,19금,19금
1505,19금,19금,19금,19금,19금,19금,19금,19금,19금
1506,19금,19금,19금,19금,19금,19금,19금,19금,19금
1507,19금,19금,19금,19금,19금,19금,19금,19금,19금
1508,19금,19금,19금,19금,19금,19금,19금,19금,19금
1509,19금,19금,19금,19금,19금,19금,19금,19금,19금
1510,S급 던전의 캠핑장 주인 [단행본],로판,offnun,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1511,미스 펜들턴 [단행본],로판,유혜민,(2024.06.17.),(2024.06.17.),7,0,좋아요,0.0
1512,남편이 죽었으면 좋겠다 [단행본],로판,신서록,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1513,예쁜 개차반 [단행본],로맨스,박로세,(2024.06.17.),(2024.06.17.),2,0,좋아요,9.7
1514,19금,19금,19금,19금,19금,19금,19금,19금,19금
1515,19금,19금,19금,19금,19금,19금,19금,19금,19금
1516,약탈혼으로 남편부터 바꾸겠습니다 [단행본],로판,임서림,(2024.06.17.),(2024.06.17.),6,0,좋아요,0.0
1517,조신한 남편의 결혼 목적이 수상하다 [단행본],로판,밤비,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1518,위험한 정략혼 [단행본],로맨스,서이영,(2024.06.17.),(2024.06.17.),2,0,좋아요,0.0
1519,야한 맞선 [단행본],로맨스,조혜정,(2024.06.17.),(2024.06.17.),2,0,좋아요,0.0
1520,19금,19금,19금,19금,19금,19금,19금,19금,19금
1521,19금,19금,19금,19금,19금,19금,19금,19금,19금
1522,19금,19금,19금,19금,19금,19금,19금,19금,19금
1523,19금,19금,19금,19금,19금,19금,19금,19금,19금
1524,19금,19금,19금,19금,19금,19금,19금,19금,19금
1525,19금,19금,19금,19금,19금,19금,19금,19금,19금
1526,19금,19금,19금,19금,19금,19금,19금,19금,19금
1527,상관을 개조해 보겠습니다 [단행본],로판,Gazebo,(2024.06.17.),(2024.06.17.),8,0,좋아요,0.0
1528,19금,19금,19금,19금,19금,19금,19금,19금,19금
1529,19금,19금,19금,19금,19금,19금,19금,19금,19금
1530,19금,19금,19금,19금,19금,19금,19금,19금,19금
1531,19금,19금,19금,19금,19금,19금,19금,19금,19금
1532,19금,19금,19금,19금,19금,19금,19금,19금,19금
1533,너에게 닿으면 [단행본],로맨스,우하리,(2024.06.17.),(2024.06.17.),6,0,좋아요,0.0
1534,그 교수님의 사랑법 [단행본],로맨스,은자향,(2024.06.17.),(2024.06.17.),4,0,좋아요,10.0
1535,19금,19금,19금,19금,19금,19금,19금,19금,19금
1536,19금,19금,19금,19금,19금,19금,19금,19금,19금
1537,19금,19금,19금,19금,19금,19금,19금,19금,19금
1538,19금,19금,19금,19금,19금,19금,19금,19금,19금
1539,더는 나를 원하지 않는 당신에게 [단행본],로판,한도솔,(2024.06.17.),(2024.06.17.),4,0,좋아요,0.0
1540,다정한 전남편에게서 도망쳤다 [단행본],로판,교시,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1541,두 번째 너 [단행본],로맨스,플레인요거트,(2024.06.17.),(2024.06.17.),3,0,1,0.0
1542,풍월당의 달빛새 [단행본],로맨스,금은정,(2024.06.17.),(2024.06.17.),4,0,좋아요,0.0
1543,19금,19금,19금,19금,19금,19금,19금,19금,19금
1544,19금,19금,19금,19금,19금,19금,19금,19금,19금
1545,"언니, 이 백화점은 내 거야 [단행본]",로판,해코스,(2024.06.17.),(2024.06.17.),5,0,좋아요,10.0
1546,위험한 정략혼,로맨스,서이영,(2024.06.17.),(2024.06.17.),72,1,좋아요,10.0
1547,간택주의보 [단행본],로맨스,진숙,(2024.06.17.),(2024.06.17.),5,0,좋아요,0.0
1548,19금,19금,19금,19금,19금,19금,19금,19금,19금
1549,이번 생은 황제를 바꾸겠습니다 [단행본],로판,로쥬마리,(2024.06.17.),(2024.06.17.),6,0,좋아요,10.0
1550,배덕한 계약 [단행본],로맨스,퐁푸딩,(2024.06.17.),(2024.06.17.),5,0,좋아요,10.0
1551,야한 맞선,로맨스,조혜정,(2024.06.17.),(2024.06.17.),66,4,좋아요,9.5
1552,19금,19금,19금,19금,19금,19금,19금,19금,19금
1553,19금,19금,19금,19금,19금,19금,19금,19금,19금
1554,내 남편이 바람났다 [단행본],로판,윤해달,(2024.06.17.),(2024.06.17.),3,0,좋아요,0.0
