,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
5125,어게인 웨딩,로맨스,봉다미,2016-07-21,2016-07-21,59,22,47,9.5
5126,유성검,무협,용대운,2015-01-27,2015-01-27,12,4,7,8.1
5127,남자를 몰라,로맨스,김찬주,2013-11-13,2013-11-13,2,18,10,7.6
5128,개미들,현판,아진,2013-04-02,2013-08-16,53,16,2,8.4
5129,철혈마룡,무협,도검,2016-11-10,2016-11-10,8,5,7,6.7
5130,월드시리즈,현판,노다르트,2016-12-15,2016-12-16,125,15,3,7.4
5131,귀환마도사,판타지,윤가람,2016-05-03,2016-05-03,7,21,13,4.6
5132,한강은 흐른다,현판,일우,2014-10-16,2014-10-16,6,9,2,5.4
5133,대마왕과 잠자는 공주,로맨스,이연추,2014-10-22,2014-11-17,37,10,27,8.4
5134,말괄량이 황후열전,로판,교월,2011-06-10,2011-06-10,1,29,28,8.5
5135,경비 무사,무협,기영,2015-04-09,2015-04-09,5,13,4,6.2
5136,절대검마,무협,한유림,2014-09-18,2014-09-18,10,21,14,6.8
5137,달인,현판,앤서,2015-07-20,2018-09-13,306,22,12,6.8
5138,야인전설,현판,라슬,2015-10-12,2015-10-12,8,17,20,5.4
5139,다크홀릭,판타지,수민,2014-12-12,2015-12-01,10,24,22,5.8
5140,중사 클리든,판타지,취몽객,2015-03-17,2015-03-17,7,19,20,7.3
5141,몸살,로맨스,황진순,2012-05-30,2012-05-30,1,42,48,8.7
5142,낯설지만 익숙한,로맨스,심윤서,2016-05-04,2016-05-04,2,104,188,9.5
5143,디멘션 링크,판타지,이호영,2015-12-04,2015-12-04,10,42,18,5.0
5144,곰을 사로잡은 여우,로맨스,써머스비,2017-08-31,2017-08-31,3,22,47,9.2
5145,뚱땡이,로맨스,김정순,2015-01-23,2016-01-27,108,89,56,8.0
5146,천마신교,무협,운후서,2013-12-09,2013-12-09,6,10,3,6.8
5147,마지막 부활,현판,준,2012-11-06,2012-11-09,5,5,9,5.6
5148,장강수로채,무협,박현,2014-03-20,2014-03-20,11,14,32,6.7
5149,카르마의 구슬,현판,송정하,2013-08-09,2013-08-09,10,21,32,7.6
5150,사이케델리아,판타지,이상규,2013-03-04,2013-03-04,12,37,34,8.0
5151,기생자,판타지,미스홍,2015-09-17,2017-12-03,368,75,32,6.5
5152,리얼리더,현판,브레인,2016-04-15,2016-11-11,250,34,10,4.2
5153,악녀라는 엑스트라를 위한,로판,정옹,2016-01-12,2016-01-12,6,14,28,7.4
5154,혈왕,무협,박찬규,2014-06-05,2014-06-05,7,19,12,7.0
5155,녹림화선,현판,노기혁,2012-09-27,2012-09-27,6,8,0,7.1
5156,나의 아내 박효남,로맨스,김진영(카스티엘),2014-12-11,2014-12-11,1,69,392,9.0
5157,일곱 개의 열쇠,현판,권순규,2014-04-04,2014-09-22,50,9,58,8.9
5158,도도한 그들의 뻔뻔한 연애,로맨스,은이경,2014-07-01,2014-08-26,49,19,61,8.5
5159,마류,무협,서현,2014-11-27,2014-11-27,6,8,19,5.8
5160,귀검무영,무협,미리혼,2018-06-14,2018-06-14,16,31,14,7.4
5161,홀인원,현판,일필(一筆),2014-05-30,2014-06-16,7,21,47,6.9
5162,이렇게 살고팠다,현판,황진성,2013-12-05,2013-12-05,5,6,3,6.6
5163,될 놈,현판,소수림,2016-06-09,2016-06-09,11,17,12,4.1
5164,전설이 돌아왔다,현판,발칸레이븐,2016-06-23,2016-11-08,21,16,8,4.7
5165,목전기,무협,운중행,2017-03-29,2017-03-29,6,8,9,6.3
5166,나는 대륙 NO.3 기사다,판타지,박성균,2014-03-26,2014-10-01,9,19,9,4.5
5167,무림패왕전,무협,권혁빈,2014-07-30,2014-07-30,6,17,24,7.2
5168,바람 뒤에 너,로맨스,하수영,2016-07-29,2016-07-29,2,41,59,8.9
5169,귀공자의 작업방식,로맨스,서혜은,2014-07-11,2014-07-11,1,64,138,9.0
5170,악마와 나,로맨스,백묘,2016-04-25,2016-04-25,50,30,75,8.6
5171,무쌍철협완전판,무협,운후서,2016-01-19,2016-01-19,6,23,8,5.4
5172,드림 인비테이션,판타지,일필(一筆),2015-05-11,2015-08-13,228,12,22,6.1
5173,부여섭 2부,판타지,설랑(雪狼),2013-09-25,2013-09-25,4,7,14,7.8
5174,암군귀환,무협,용우,2018-01-09,2018-01-09,10,12,7,6.9
5175,오늘은 출근,현판,이해날,2017-04-10,2017-08-15,291,411,79,8.8
5176,태극결해,무협,만성,2014-09-17,2014-09-17,5,10,9,6.2
5177,일루전 마켓,판타지,고서귀,2014-01-10,2014-03-17,80,58,15,7.1
5178,올 마스터,판타지,박건,2017-06-22,2017-06-22,11,162,37,8.2
5179,츤데레의 정석,로맨스,윤소다,2017-04-03,2021-05-06,94,354,408,8.5
5180,전승,판타지,하늘사막,2016-09-07,2016-09-07,11,20,9,4.3
5181,축구 온라인,현판,천규,2015-10-20,2015-12-14,175,11,1,7.0
5182,문나이트,판타지,여령,2011-12-12,2011-12-12,8,17,5,6.5
5183,귀환 헌터,판타지,권하율,2017-09-29,2017-09-29,8,32,22,4.8
5184,황녀 테스란,판타지,노주일,2015-07-09,2016-03-04,98,32,30,7.1
5185,다크스타,판타지,김현우,2013-10-11,2013-10-11,8,16,13,5.7
5186,여대공,판타지,새벽,2012-04-23,2012-04-23,5,19,3,5.7
5187,한참 지나서(에필로그 및 외전 추가),로맨스,차크,2014-05-07,2014-05-07,1,74,175,9.3
5188,내가 그의 이름을 불러 주었을 때,로맨스,하얀카라,2011-06-10,2011-06-10,2,25,23,8.8
5189,야릇한 이웃,로맨스,신지한,2016-03-07,2016-07-13,63,20,52,8.5
5190,종횡무진,무협,송현우,2014-11-24,2014-11-24,30,31,17,8.2
5191,개도 사랑을 한다,로맨스,신해영,2013-08-01,2013-08-01,2,88,51,8.6
5192,안드로메다,판타지,강철신검,2014-12-02,2014-12-02,12,16,17,7.3
5193,마검전(魔劍戰),무협,용우,2018-01-29,2018-01-29,6,11,9,7.3
5194,"다 팔아요, 편의.",로맨스,느린꽃,2015-05-21,2015-09-16,73,19,41,9.3
5195,"절정, 너와 나의",로맨스,송진민,2014-06-19,2014-07-03,30,17,40,8.4
5196,귀환 마이스터,현판,서야,2015-03-24,2015-05-14,21,20,13,5.4
5197,무명살수,무협,야생화,2014-07-30,2014-12-31,225,5,9,6.8
5198,당신이 사는 세계,로맨스,소노율,2015-06-02,2015-08-25,91,8,35,9.1
5199,맹인탐정 맥스 캐러도스,현판,어니스트 브래머,2015-07-20,2015-07-21,34,6,47,9.3
5200,광혼록,무협,풍종호,2011-12-12,2011-12-12,6,13,15,8.2
5201,폭군 데이모스,판타지,태민,2014-01-02,2014-01-02,5,6,3,6.9
5202,북명마도,무협,도검,2016-10-27,2016-10-27,6,12,3,6.6
5203,공간참 개정판,무협,일성,2016-03-24,2016-03-24,9,19,20,6.7
5204,퍼펙트 쿠킹,로맨스,segantini,2015-05-08,2015-12-01,325,14,20,9.1
5205,하류검사,판타지,이광섭,2013-10-22,2013-10-22,9,16,6,6.7
5206,디어 마이 로즈(Dear My Rose),로맨스,류향(오렌지향기),2013-04-29,2013-04-29,1,61,126,8.8
5207,어느 특별한 인연,로맨스,정한희,2014-11-05,2015-08-06,54,43,107,9.3
5208,평범한 아트팩터,현판,내스키마,2016-06-28,2016-08-18,165,23,6,4.6
5209,100조를 향해서,현판,라이케,2015-07-08,2015-07-08,6,24,12,4.8
5210,십만마도,무협,이훈영,2015-12-01,2015-12-01,7,17,5,7.0
5211,천마서생,무협,사마달 일주향,2012-05-18,2012-05-18,5,7,8,6.8
5212,화산일검,무협,세종,2012-12-06,2012-12-07,4,3,0,6.1
5213,로난,무협,송진용,2015-07-14,2015-10-16,99,8,7,6.5
5214,프리맨,판타지,박재학,2012-06-19,2012-06-19,12,9,0,4.9
5215,친절한 종화씨의 민간인 사찰 보고서,현판,고복수,2013-08-08,2013-12-27,42,24,9,8.3
5216,마신귀환,현판,선더볼트,2016-02-19,2016-05-16,178,23,12,5.7
5217,마도전생,판타지,김진우,2014-08-01,2014-08-04,5,39,13,4.3
5218,풍운방,무협,용대운,2015-12-03,2015-12-03,12,8,3,5.1
5219,기적의 연출,현판,10000LAB,2016-09-23,2016-11-16,172,23,10,7.9
5220,주천의 신부 - 바람의 연인,로맨스,가시맘,2015-10-28,2016-03-25,153,10,43,8.7
5221,비가 연심표,무협,별도,2014-07-30,2014-07-30,6,7,6,7.0
5222,A.I.미스고,현판,장성필,2015-08-27,2016-01-29,224,32,12,6.9
5223,표천하,무협,대호,2014-12-11,2014-12-11,7,6,8,5.1
5224,소꿉친구와 진짜 결혼,로맨스,풍잔등화,2014-08-05,2014-10-20,54,13,54,8.9
5225,파문제자,무협,한성수,2011-12-12,2011-12-12,8,8,12,6.8
5226,참비지천가,무협,랑이,2017-11-03,2018-01-18,150,13,7,7.8
5227,전생부터 다시,판타지,홍성은,2017-05-31,2017-12-22,254,49,31,7.2
5228,바인더북,판타지,산초,2016-04-01,2021-01-11,930,22,15,5.5
5229,강화학개론,판타지,빈형,2016-12-14,2017-03-24,363,87,48,7.4
5230,생사마도,무협,도검,2016-09-06,2016-09-06,6,12,5,6.3
5231,에이스의 2세,현판,미에크,2017-07-21,2017-08-21,202,10,2,5.5
5232,강자의 품격,판타지,젠틀젠틀,2016-10-27,2017-08-01,167,27,15,6.3
5233,돌아보니 첫사랑,로판,최양윤,2016-12-14,2017-01-25,56,139,190,8.8
5234,미러 이미지,판타지,오늘오후에,2013-08-02,2013-08-06,6,40,5,7.1
5235,인소의 법칙,로맨스,유한려,2015-08-06,2022-04-13,17,202,332,9.4
5236,집을 빌려주세요,로맨스,퓨어안,2015-06-15,2015-08-17,60,5,20,9.1
5237,흑룡,무협,박선우,2015-03-19,2015-03-19,8,26,29,7.5
5238,한국 호랑이,현판,진호철,2014-06-26,2014-09-04,5,17,10,7.9
5239,"연(蓮), 피어오르다",로맨스,희가,2015-05-13,2015-12-25,170,4,26,8.4
5240,무급의 제왕,판타지,이동기,2015-10-20,2017-02-02,257,19,10,5.1
5241,마태혼세록,무협,예가음,2017-05-19,2017-05-19,6,6,3,6.2
5242,불패신마,무협,둔저,2015-04-01,2015-04-01,6,18,9,7.5
5243,짐승의 먹잇감,로판,유라휘,2014-12-05,2015-01-23,63,9,40,9.1
5244,대막무영,무협,박선우,2014-08-19,2014-08-19,6,19,11,7.9
5245,둠 레이더,판타지,고려의검,2017-01-09,2017-01-09,225,62,24,5.0
5246,로하테의 신,판타지,무한애,2015-04-09,2015-04-09,10,22,27,5.1
5247,달마삼검,무협,황정검,2017-01-23,2017-01-23,8,7,9,6.4
5248,밤의 유혹,로맨스,서담(여니),2016-05-10,2016-05-10,51,7,65,8.4
5249,패황군림보,무협,휘윤,2017-03-23,2017-03-23,6,18,17,5.2
5250,무한의마도사,판타지,오렌,2015-07-09,2015-07-09,8,11,19,6.4
5251,천방지축아가씨 경호하기,로맨스,주황연,2015-02-16,2015-03-02,58,12,58,9.0
5252,더 리턴 : 마도공학자,판타지,동주,2017-01-26,2017-07-12,321,119,14,8.1
5253,마성의 마법사,현판,홀로선별,2015-04-23,2016-12-12,368,21,14,6.9
5254,쾌검왕,무협,임영기,2013-03-29,2013-03-29,6,11,9,6.9
5255,공간의 절대자,판타지,천수무객,2012-04-26,2012-04-26,6,12,7,6.5
5256,정령사 네이아르,판타지,레몬크림스튜,2015-03-12,2017-01-11,218,205,33,7.8
5257,풍류운산,무협,남운,2015-10-22,2015-10-22,15,1,0,4.8
5258,미토스,판타지,기천검,2015-01-07,2015-01-07,27,23,11,5.5
5259,던전 헌터,판타지,신아람,2014-07-02,2014-12-23,104,9,20,6.2
5260,검혼,무협,글바랑모야,2013-07-10,2013-07-10,5,8,2,6.9
5261,템페스트,로판,깡다케이,2014-06-24,2014-10-28,7,23,23,6.9
5262,차아제국 열애사,로판,정연주,2014-06-20,2014-06-20,3,14,49,8.6
5263,무영검(無影劍),무협,범향,2016-08-25,2017-01-12,9,14,25,6.9
5264,다시 한 번만 사랑해,로맨스,조씽,2015-11-16,2015-11-16,32,47,55,9.5
5265,혼돈의 정령왕,판타지,강대렬,2011-06-10,2011-06-10,5,42,27,7.6
5266,루스전기 (군대리아 땡보직),판타지,고주진,2015-03-11,2015-08-11,24,10,13,5.7
5267,레드 클라우드,판타지,한세,2014-04-14,2014-04-14,30,7,15,6.3
5268,열애,로맨스,국희,2014-03-06,2014-03-06,59,27,29,8.2
5269,신부,로맨스,최은경,2013-05-15,2013-05-15,2,64,135,8.6
5270,운명(푸른팔찌),로판,신이경,2017-02-03,2017-03-10,107,14,28,8.7
5271,불량의원(광풍석권),무협,동윤,2015-08-03,2015-08-03,7,10,7,5.2
5272,산서제일가,무협,남운,2014-07-11,2015-01-22,8,13,7,2.7
5273,금강불괴(개정판),무협,좌백,2014-10-02,2014-10-02,4,11,19,7.7
5274,더블커넥션,판타지,정성민,2014-09-23,2014-09-23,27,18,7,5.9
5275,철혈마검(鐵血魔劍),무협,용우,2018-02-05,2018-02-05,7,21,6,8.4
5276,네크로맨서,판타지,권태용,2014-04-14,2014-04-14,21,18,11,7.1
5277,슈퍼엘리트 김병장,현판,원창호,2014-07-02,2014-07-02,8,10,5,6.6
5278,이르나크의 장,판타지,최정연,2012-12-26,2012-12-26,9,73,30,7.8
5279,무적가주,무협,편광,2016-05-18,2016-05-18,6,14,10,5.1
5280,빅토리안 레이디,로맨스,호리이,2015-11-05,2016-03-29,45,9,40,9.0
5281,대도&황제,판타지,데우스,2014-07-11,2015-04-07,8,24,24,4.6
5282,투신,무협,김강현,2014-12-01,2014-12-01,21,21,18,6.8
5283,재벌 2세,현판,네르가시아,2014-06-11,2014-06-11,7,15,17,4.0
5284,나비의 주인,로판,이플,2016-01-11,2016-07-25,138,16,38,8.6
5285,방랑자,판타지,박동신,2014-10-28,2014-10-28,18,5,6,5.2
5286,군주의 귀환,판타지,낙랑객,2016-05-02,2017-12-12,120,27,28,5.7
5287,한가상,판타지,노력형사람,2016-04-18,2016-04-18,7,28,14,4.5
5288,무한의 강화사,판타지,오렌,2017-08-22,2017-08-22,12,41,16,6.3
5289,그와 그녀의 비밀,로판,마루함,2017-04-11,2017-04-11,139,19,30,8.8
5290,최교수와 로맨스,로맨스,오륜영,2014-09-02,2014-12-01,65,35,55,9.0
5291,당신이 나를 부르면,로맨스,송자림,2014-09-02,2014-09-02,2,34,68,9.2
5292,묵검질풍록,무협,곽운,2014-06-10,2014-06-10,6,4,3,5.7
5293,"유혹, 그 치명적인",로맨스,여니,2016-01-13,2016-02-02,60,15,53,8.4
5294,운을 부른 사나이,현판,무람,2016-01-18,2016-09-26,223,19,13,4.6
5295,얼라이브,판타지,노쓰우드,2015-08-27,2015-08-27,8,47,33,6.2
5296,선검,무협,유재무,2017-06-20,2018-10-23,397,33,19,9.5
5297,내 여자의 첫사랑,로맨스,이예진,2015-03-13,2015-05-04,55,4,14,8.1
5298,시대의 지배자,판타지,김병재,2013-07-29,2013-07-29,6,9,7,4.3
5299,더 라스트,판타지,장백산,2014-06-10,2014-06-10,7,6,8,6.1
5300,백수지왕(百獸之王),무협,백미(白眉),2016-08-19,2016-12-12,80,22,23,7.6
5301,라이언 전기,판타지,무명선생,2014-09-16,2014-09-16,7,19,4,7.9
5302,허리케인(Hurricane),판타지,박재학,2012-06-15,2012-06-15,10,11,3,6.2
5303,일월광륜,무협,성상현,2014-06-10,2014-06-10,7,21,14,7.1
5304,러브리스(Loveless),로판,권새나,2014-04-10,2014-04-10,8,35,30,8.3
5305,오늘만 사랑한다는 거짓말,로맨스,남궁현,2016-09-26,2016-09-26,2,170,257,9.6
5306,흑접귀환,무협,박선,2011-10-25,2011-10-25,7,12,10,6.8
5307,효우,무협,김한승,2015-09-01,2015-09-01,15,9,7,5.1
5308,패도군림,무협,몽연,2015-03-18,2015-03-18,6,8,22,7.6
5309,신투검신,무협,백암,2013-06-13,2013-06-13,5,5,1,5.5
5310,아이덴의 비밀,로판,사람풍경,2016-10-19,2016-10-19,85,21,55,8.0
5311,신림동 블루스 - 그들이 사랑하는 法,로맨스,김효우,2014-06-16,2014-08-11,30,20,31,8.2
5312,조선왕비 간택사건,로맨스,월우,2016-12-19,2016-12-19,84,71,163,9.2
5313,"검성, 환생하다!",판타지,막달라이,2016-11-07,2016-11-28,226,70,22,3.8
5314,요희,로판,주연우,2016-03-22,2016-03-22,5,17,53,7.7
5315,광풍가도,무협,서현,2014-11-27,2014-11-27,6,9,21,7.0
5316,마도천하,무협,박현,2013-05-09,2013-05-09,8,6,8,6.6
5317,야차전기,무협,임영기,2015-02-26,2016-02-10,175,7,8,5.8
5318,3.3.3 연애 법칙,로맨스,소노율,2014-06-02,2014-10-23,156,7,33,8.3
5319,나 혼자 9서클 마법사,판타지,아르케,2017-04-06,2017-05-15,129,52,10,7.2
5320,꿈속의 여인,로맨스,지지아,2015-03-18,2015-07-15,59,5,37,8.9
5321,실명천하,무협,서효원,2016-09-09,2016-09-09,6,5,7,8.0
5322,아그레망,현판,남운,2014-04-01,2014-11-10,10,7,6,4.4
5323,이계 제일 건 스미스,판타지,진사림,2017-02-27,2017-07-30,200,108,64,5.9
5324,가문의 주인,판타지,정은호,2015-01-12,2015-01-12,10,26,38,6.1
5325,소울퓨전,판타지,박현수,2014-01-22,2014-01-22,8,11,7,6.7
5326,팔황지로,무협,단극,2013-08-09,2013-08-09,5,4,3,6.7
5327,우아한도둑의 엉뚱한 프로포즈,로맨스,최연,2016-04-05,2016-04-05,88,31,54,7.8
5328,마왕의 노래,현판,일월랑,2014-07-11,2014-12-22,41,30,63,7.8
5329,"천마님, 부활하셨도다",무협,정영교,2016-10-24,2017-09-19,303,25,19,5.7
5330,카니안의 용자,판타지,오렌,2013-12-24,2014-10-31,10,20,21,6.0
5331,신비한 접속,판타지,문형기,2014-04-01,2014-08-04,8,15,6,4.8
5332,수호대제,무협,대린,2016-08-26,2016-08-26,6,20,24,6.0
5333,룰 브레이커,현판,고두열,2015-06-24,2015-06-24,6,14,15,6.9
5334,마도서생,무협,우보,2014-06-10,2014-06-10,8,7,16,6.6
5335,월영문,무협,한담,2015-03-17,2015-03-17,7,6,12,5.9
5336,레드 크로니클,판타지,김현우,2015-09-24,2015-09-24,14,27,20,6.0
5337,멋지게 살자,현판,장취산,2013-10-16,2013-10-16,8,10,2,5.5
5338,신선 이계 정벌기,판타지,카르마이,2011-08-04,2011-08-04,8,30,10,4.9
5339,갈증,로맨스,독고마리,2014-11-10,2014-12-25,51,16,25,9.1
5340,그림자 신부,로맨스,레인리,2016-04-29,2017-05-22,57,2,9,7.6
5341,무림통천자,무협,정건,2014-06-20,2015-09-04,7,7,11,5.7
5342,사사우사,무협,항상,2015-03-23,2015-03-23,6,25,16,7.8
5343,흑풍구,무협,송진용,2014-03-25,2014-03-25,5,5,22,7.7
5344,스탠 바이 미,로맨스,황나연,2014-03-17,2014-03-17,2,23,14,7.3
5345,다른 세상의 남자 오로라,로맨스,한규령,2014-01-20,2014-01-20,1,53,94,8.4
5346,악마전기,무협,백천유,2015-07-10,2015-07-10,7,102,38,8.3
5347,공주를 훔치다,로맨스,예규연,2015-01-13,2015-02-04,47,21,33,9.2
5348,카나,판타지,허준범,2011-11-24,2011-11-24,9,8,1,5.6
5349,천하제일 호위무사,무협,이민우,2014-02-03,2014-02-03,5,11,7,6.7
5350,폭뢰신창,무협,이주용,2018-03-29,2018-03-29,6,11,4,7.2
5351,생존록,판타지,홍준성,2013-10-10,2013-10-10,5,27,5,6.9
5352,친애하는 나의 적,현판,한상운,2014-08-06,2014-09-13,34,19,44,9.0
5353,나는 신화다,현판,Otello,2017-01-19,2017-01-19,8,30,17,3.9
5354,간격,로맨스,이둘희,2017-01-17,2017-01-17,2,41,64,8.8
5355,선(瑄)왕조의 막내 옹주,로맨스,김나래,2013-12-17,2014-06-19,116,6,11,7.0
5356,극양극혈,무협,유진산,2015-08-26,2015-08-26,15,10,1,5.2
5357,혈왕전생,판타지,정은호,2015-07-30,2015-07-30,7,23,34,6.8
5358,쾌남 전설,현판,요수해인,2015-01-05,2015-01-05,9,13,36,6.9
5359,심득의 레이드,현판,장성필,2017-12-20,2018-01-10,151,16,3,6.2
5360,헤론의 영주,판타지,한우리,2012-03-23,2012-03-23,5,16,6,5.8
5361,한 녀석 BL,로맨스,주황연,2016-04-18,2016-08-22,59,29,27,9.3
5362,무명서생,무협,건아성,2014-04-18,2014-04-18,7,14,18,7.8
5363,영환록,현판,일곱글자,2016-10-31,2017-08-08,195,75,45,8.2
5364,진호전기,무협,임홍준,2011-06-10,2011-06-10,8,19,5,7.6
5365,살황,무협,글작소,2014-07-07,2018-04-06,8,28,31,7.9
5366,이것이 나의 힘이다,현판,더 페이서,2018-01-31,2018-01-31,8,14,10,6.5
5367,꿈의 찬가,현판,정한담,2014-07-24,2014-07-24,5,17,10,6.6
5368,아찔한 만남 오로라,로맨스,조이혜,2014-01-21,2014-01-21,2,58,99,9.1
5369,그락서스의 군주,판타지,곰룡,2014-06-20,2014-06-20,7,9,15,4.3
5370,가면의 용병왕,판타지,류지혁,2012-10-08,2012-10-08,6,11,30,7.4
5371,내공무적,무협,그림자 무사,2012-08-29,2012-08-29,6,5,2,6.3
5372,회귀에서 클리어까지,판타지,블루필드,2017-06-22,2020-11-17,400,211,36,8.8
5373,귀환사신전 : 그녀의 최종병기,무협,가람휘,2014-06-23,2014-06-23,12,15,31,6.9
5374,슬픈 인연,로맨스,허시사랑(최현자),2011-06-10,2011-06-10,1,19,24,8.7
5375,무당 태극검,무협,한유림,2015-04-01,2015-04-01,5,7,18,7.8
5376,마법무적,판타지,나무,2014-06-10,2014-06-10,7,14,12,6.6
5377,적반하장 연애전쟁,로맨스,꿈꾸는이,2017-05-30,2017-06-21,102,98,55,7.6
5378,귀환용병 이환성,판타지,거통,2016-12-22,2017-01-27,156,34,4,4.5
5379,하가 : 아궁의 꽃,로맨스,박미정,2016-06-30,2016-06-30,3,13,30,8.1
5380,서랍을 열다,로맨스,신이봄,2014-06-27,2014-06-27,160,68,43,9.7
5381,철혈의선,무협,진필명,2015-04-02,2015-04-02,7,9,9,6.2
5382,나의 강선생님,로맨스,라조이,2017-05-06,2017-05-06,5,6,17,9.2
5383,타워 심고 우주방어,현판,이희호,2016-03-17,2016-06-14,175,17,9,7.1
5384,칼,무협,권용찬,2017-08-22,2017-08-22,7,8,11,7.4
5385,강호제일비검,무협,수라백,2016-01-25,2016-01-25,6,14,9,4.8
5386,진진무림전,무협,한은솔,2014-11-17,2014-11-17,5,10,9,6.1
5387,대설,무협,서효원,2011-06-10,2011-06-10,5,7,7,8.0
5388,오! 나의 정령퀸들,판타지,신비한,2016-12-12,2016-12-12,275,103,27,3.4
5389,나의 밸런타인 개정판,로맨스,블 루 스 카 이,2016-03-04,2023-07-24,153,2,32,9.5
5390,최강 영주 만들기,판타지,박천웅,2015-06-29,2015-10-12,170,23,17,6.0
5391,로열로더,판타지,이희호,2015-03-24,2015-06-05,21,14,9,6.6
5392,미녀와 야수,로맨스,류향(오렌지향기),2014-08-06,2014-08-06,1,60,120,8.9
5393,귀리지,현판,권태용,2014-05-08,2014-05-08,6,37,22,8.0
5394,스틸 라이프,판타지,zaksalking,2017-01-16,2018-02-01,451,79,37,7.2
5395,촉촉한 당신,로맨스,정경하,2016-12-19,2016-12-19,93,14,63,8.9
